id,prompt
273,Skriv en anmeldelse av TV-serien «The Flash» sesong 2 på rundt 700 ord hvor du gir terningkast 4
3524,Skriv en anmeldelse av filmen «The Boat that Rocked» på rundt 400 ord hvor du gir terningkast 3
401234,Skriv en anmeldelse av TV-serien «Jul i Blodfjell» på rundt 500 ord hvor du gir terningkast 4
3402,Skriv en anmeldelse av filmen «Porco Rosso» på rundt 300 ord hvor du gir terningkast 4
400085,Skriv en anmeldelse av filmen «Whiplash» på rundt 300 ord hvor du gir terningkast 5
4634,Skriv en anmeldelse av filmen «The Walk» på rundt 500 ord hvor du gir terningkast 4
400062,Skriv en anmeldelse av filmen «Sils Maria» på rundt 600 ord hvor du gir terningkast 5
400780,Skriv en anmeldelse av TV-serien «The Leftovers» på rundt 100 ord hvor du gir terningkast 6
109,Skriv en anmeldelse av TV-serien «Californication» sesong 4 på rundt 600 ord hvor du gir terningkast 4
400348,Skriv en anmeldelse av filmen «Oskars Amerika» på rundt 100 ord hvor du gir terningkast 5
5452,Skriv en anmeldelse av TV-serien «Dietland» sesong 1 på rundt 900 ord hvor du gir terningkast 5
4362,Skriv en anmeldelse av filmen «Antboy» på rundt 400 ord hvor du gir terningkast 3
402070,Skriv en anmeldelse av filmen «Asterix er blitt et tamt fransk ikon i ny film» på rundt 100 ord hvor du gir terningkast 3
5049,Skriv en anmeldelse av filmen «Atomic Blonde» på rundt 600 ord hvor du gir terningkast 5
4041,Skriv en anmeldelse av filmen «Savages» på rundt 300 ord hvor du gir terningkast 4
4855,Skriv en anmeldelse av filmen «Swiss Army Man» på rundt 100 ord hvor du gir terningkast 5
5149,Skriv en anmeldelse av filmen «Spacewalker» på rundt 800 ord hvor du gir terningkast 4
5144,Skriv en anmeldelse av filmen «Insidious: The Last Key» på rundt 600 ord hvor du gir terningkast 3
402120,Skriv en anmeldelse av filmen «Rutete ninja» på rundt 100 ord hvor du gir terningkast 5
4482,Skriv en anmeldelse av filmen «Big Hero 6» på rundt 400 ord hvor du gir terningkast 4
3175,Skriv en anmeldelse av filmen «Jackass the movie» på rundt 300 ord hvor du gir terningkast 5
400992,Skriv en anmeldelse av filmen «Må jette» på rundt 400 ord hvor du gir terningkast 5
3770,Skriv en anmeldelse av filmen «Vann til elefantene» på rundt 400 ord hvor du gir terningkast 4
3782,Skriv en anmeldelse av filmen «Arthur 3 og de to verdener» på rundt 400 ord hvor du gir terningkast 4
4609,Skriv en anmeldelse av filmen «Kvinnen i gull» på rundt 400 ord hvor du gir terningkast 3
396,Skriv en anmeldelse av filmen «Away we go» på rundt 400 ord hvor du gir terningkast 4
4687,Skriv en anmeldelse av filmen «Point Break» på rundt 500 ord hvor du gir terningkast 2
3729,Skriv en anmeldelse av filmen «127 timer» på rundt 400 ord hvor du gir terningkast 5
5252,Skriv en anmeldelse av filmen «Wildling» på rundt 400 ord hvor du gir terningkast 4
3812,Skriv en anmeldelse av filmen «The Lincoln Lawyer» på rundt 500 ord hvor du gir terningkast 5
3177,Skriv en anmeldelse av filmen «Irreversibel» på rundt 300 ord hvor du gir terningkast 4
135,Skriv en anmeldelse av TV-serien «American Horror Story: Asylum» på rundt 1000 ord hvor du gir terningkast 5
4777,Skriv en anmeldelse av filmen «X-Men: Apocalypse» på rundt 100 ord hvor du gir terningkast 4
97,Skriv en anmeldelse av TV-serien «Supernatural: The Anime Series» sesong 1 på rundt 500 ord hvor du gir terningkast 2
4339,Skriv en anmeldelse av filmen «Grace of Monaco» på rundt 400 ord hvor du gir terningkast 2
3255,Skriv en anmeldelse av filmen «Razzle Dazzle» på rundt 300 ord hvor du gir terningkast 3
4070,Skriv en anmeldelse av filmen «Bully» på rundt 500 ord hvor du gir terningkast 5
5395,Skriv en anmeldelse av TV-serien «Preacher» sesong 2 på rundt 400 ord hvor du gir terningkast 5
402009,Skriv en anmeldelse av TV-serien «Gladbeck» på rundt 100 ord hvor du gir terningkast 6
3301,Skriv en anmeldelse av filmen «The Heartbreak Kid» på rundt 400 ord hvor du gir terningkast 2
4378,Skriv en anmeldelse av filmen «The Trip To Italy» på rundt 500 ord hvor du gir terningkast 4
4778,Skriv en anmeldelse av filmen «Our Kind of Traitor» på rundt 100 ord hvor du gir terningkast 3
5037,Skriv en anmeldelse av filmen «Souvenir» på rundt 400 ord hvor du gir terningkast 4
3864,Skriv en anmeldelse av filmen «Page One: Inside The New York Times» på rundt 400 ord hvor du gir terningkast 5
3270,Skriv en anmeldelse av filmen «Harry Potter og Føniksordenen» på rundt 400 ord hvor du gir terningkast 4
3907,Skriv en anmeldelse av filmen «Muldvarpen» på rundt 400 ord hvor du gir terningkast 5
3316,Skriv en anmeldelse av filmen «Mordet på Jesse James av den feige Robert Ford» på rundt 400 ord hvor du gir terningkast 5
401378,Skriv en anmeldelse av filmen «Red Sparrow» på rundt 500 ord hvor du gir terningkast 3
3594,Skriv en anmeldelse av filmen «The Bounty Hunter» på rundt 300 ord hvor du gir terningkast 2
5246,Skriv en anmeldelse av filmen «Sicario 2: Soldado» på rundt 800 ord hvor du gir terningkast 4
401110,Skriv en anmeldelse av filmen «Mother!» på rundt 700 ord hvor du gir terningkast 5
4972,Skriv en anmeldelse av filmen «Ghost In The Shell» på rundt 100 ord hvor du gir terningkast 4
400106,Skriv en anmeldelse av filmen «Hacksaw Ridge» på rundt 100 ord hvor du gir terningkast 4
3454,Skriv en anmeldelse av filmen «Netter i Rodanthe» på rundt 400 ord hvor du gir terningkast 3
328,Skriv en anmeldelse av TV-serien «Westworld» sesong 1 på rundt 100 ord hvor du gir terningkast 5
3703,Skriv en anmeldelse av filmen «Byen mellom liv og død» på rundt 400 ord hvor du gir terningkast 5
3568,Skriv en anmeldelse av filmen «Zombieland» på rundt 400 ord hvor du gir terningkast 4
3480,Skriv en anmeldelse av filmen «The Spirit» på rundt 400 ord hvor du gir terningkast 4
5406,Skriv en anmeldelse av TV-serien «BoJack Horseman» sesong 4 på rundt 600 ord hvor du gir terningkast 5
3283,Skriv en anmeldelse av filmen «Hairspray» på rundt 400 ord hvor du gir terningkast 4
4659,Skriv en anmeldelse av filmen «Ronaldo» på rundt 600 ord hvor du gir terningkast 3
4833,Skriv en anmeldelse av filmen «Morgan» på rundt 100 ord hvor du gir terningkast 4
83,Skriv en anmeldelse av TV-serien «Murphy's Law» sesong 3 på rundt 700 ord hvor du gir terningkast 5
400284,Skriv en anmeldelse av filmen «Elser» på rundt 400 ord hvor du gir terningkast 3
3730,Skriv en anmeldelse av filmen «Jeg reiser alene» på rundt 400 ord hvor du gir terningkast 4
3801,Skriv en anmeldelse av filmen «Paul» på rundt 600 ord hvor du gir terningkast 5
258,Skriv en anmeldelse av TV-serien «Okkupert» sesong 1 på rundt 1200 ord hvor du gir terningkast 4
3716,Skriv en anmeldelse av filmen «Hereafter» på rundt 400 ord hvor du gir terningkast 3
400002,Skriv en anmeldelse av filmen «Mission: Impossible - Rogue Nation» på rundt 100 ord hvor du gir terningkast 5
4713,Skriv en anmeldelse av filmen «How to Be Single» på rundt 500 ord hvor du gir terningkast 4
401309,Skriv en anmeldelse av filmen «Let the sunshine in» på rundt 500 ord hvor du gir terningkast 4
5358,Skriv en anmeldelse av filmen «The House That Jack Built» på rundt 100 ord hvor du gir terningkast 4
216,Skriv en anmeldelse av TV-serien «Bloodline» sesong 1 på rundt 700 ord hvor du gir terningkast 5
3472,Skriv en anmeldelse av filmen «Oldboy» på rundt 300 ord hvor du gir terningkast 5
4827,Skriv en anmeldelse av filmen «Ben-Hur» på rundt 100 ord hvor du gir terningkast 2
274,Skriv en anmeldelse av TV-serien «Deutschland 83» sesong 1 på rundt 800 ord hvor du gir terningkast 5
3408,Skriv en anmeldelse av filmen «The Dark Knight» på rundt 500 ord hvor du gir terningkast 5
5458,Skriv en anmeldelse av TV-serien «Maniac» sesong 1 på rundt 100 ord hvor du gir terningkast 4
4709,Skriv en anmeldelse av filmen «Gråtass – gøy på landet!» på rundt 700 ord hvor du gir terningkast 3
5160,Skriv en anmeldelse av filmen «Coco» på rundt 500 ord hvor du gir terningkast 5
4798,Skriv en anmeldelse av filmen «The Survivalist» på rundt 100 ord hvor du gir terningkast 4
3717,Skriv en anmeldelse av filmen «Mørke sjeler» på rundt 400 ord hvor du gir terningkast 1
4162,Skriv en anmeldelse av filmen «After Earth» på rundt 600 ord hvor du gir terningkast 3
25,Skriv en anmeldelse av TV-serien «How I Met Your Mother» sesong 4 på rundt 700 ord hvor du gir terningkast 5
4581,Skriv en anmeldelse av filmen «The Little Death» på rundt 500 ord hvor du gir terningkast 4
4265,Skriv en anmeldelse av filmen «Prisoners» på rundt 400 ord hvor du gir terningkast 5
400799,Skriv en anmeldelse av TV-serien «Vikingane» på rundt 100 ord hvor du gir terningkast 3
278,Skriv en anmeldelse av TV-serien «Modus» sesong 1 på rundt 500 ord hvor du gir terningkast 4
4729,Skriv en anmeldelse av filmen «Corn Island» på rundt 400 ord hvor du gir terningkast 5
218,Skriv en anmeldelse av TV-serien «The Neighbors» sesong 1 på rundt 1000 ord hvor du gir terningkast 1
3829,Skriv en anmeldelse av filmen «Cry-baby» på rundt 500 ord hvor du gir terningkast 5
401372,Skriv en anmeldelse av filmen «Forsvunnet» på rundt 500 ord hvor du gir terningkast 4
3332,Skriv en anmeldelse av filmen «I am legend» på rundt 400 ord hvor du gir terningkast 4
4696,Skriv en anmeldelse av filmen «The Revenant» på rundt 600 ord hvor du gir terningkast 6
401186,Skriv en anmeldelse av filmen «Solsidan» på rundt 500 ord hvor du gir terningkast 4
3204,Skriv en anmeldelse av filmen «United 93» på rundt 400 ord hvor du gir terningkast 6
438,Skriv en anmeldelse av filmen «A single man» på rundt 400 ord hvor du gir terningkast 5
3583,Skriv en anmeldelse av filmen «Alle mine kjære» på rundt 400 ord hvor du gir terningkast 3
400091,Skriv en anmeldelse av filmen «Calvary – Golgata» på rundt 300 ord hvor du gir terningkast 4
5062,Skriv en anmeldelse av filmen «Thelma» på rundt 700 ord hvor du gir terningkast 5
3649,Skriv en anmeldelse av filmen «Armadillo» på rundt 300 ord hvor du gir terningkast 5
5463,Skriv en anmeldelse av TV-serien «Bodyguard» sesong 1 på rundt 700 ord hvor du gir terningkast 5
4082,Skriv en anmeldelse av filmen «Jack Reacher» på rundt 400 ord hvor du gir terningkast 4
5414,Skriv en anmeldelse av TV-serien «Godless» sesong 1 på rundt 800 ord hvor du gir terningkast 6
3599,Skriv en anmeldelse av filmen «I Love You Phillip Morris» på rundt 400 ord hvor du gir terningkast 4
3565,Skriv en anmeldelse av filmen «Se opp» på rundt 400 ord hvor du gir terningkast 5
3169,Skriv en anmeldelse av filmen «Rabbit-Proof Fence» på rundt 400 ord hvor du gir terningkast 5
400401,Skriv en anmeldelse av filmen «The Good Lie» på rundt 400 ord hvor du gir terningkast 4
3441,Skriv en anmeldelse av filmen «High School Musical 3» på rundt 400 ord hvor du gir terningkast 4
4206,Skriv en anmeldelse av filmen «Riddick» på rundt 400 ord hvor du gir terningkast 4
269,Skriv en anmeldelse av TV-serien «Flesh and Bone» på rundt 600 ord hvor du gir terningkast 3
4567,Skriv en anmeldelse av filmen «Insidious 3» på rundt 400 ord hvor du gir terningkast 3
144,Skriv en anmeldelse av TV-serien «Da Vinci's Demons» sesong 1 på rundt 700 ord hvor du gir terningkast 4
400332,Skriv en anmeldelse av filmen «Guardians of the Galaxy vol. 2» på rundt 100 ord hvor du gir terningkast 5
4643,Skriv en anmeldelse av filmen «Paranormal Activity: The Ghost Dimension» på rundt 400 ord hvor du gir terningkast 3
401067,Skriv en anmeldelse av TV-serien «Okkupert» sesong 2 på rundt 600 ord hvor du gir terningkast 3
3735,Skriv en anmeldelse av filmen «Gullivers reiser» på rundt 300 ord hvor du gir terningkast 2
4698,Skriv en anmeldelse av filmen «Den Gode Dinosaur» på rundt 600 ord hvor du gir terningkast 3
5190,Skriv en anmeldelse av filmen «Strangers: prey at night» på rundt 500 ord hvor du gir terningkast 2
5313,Skriv en anmeldelse av filmen «Grinchen» på rundt 600 ord hvor du gir terningkast 4
400293,Skriv en anmeldelse av filmen «The Gift» på rundt 100 ord hvor du gir terningkast 5
100,Skriv en anmeldelse av TV-serien «Bored to Death» sesong 2 på rundt 600 ord hvor du gir terningkast 5
3541,Skriv en anmeldelse av filmen «Terminator Salvation» på rundt 400 ord hvor du gir terningkast 3
401732,Skriv en anmeldelse av filmen «The Miseducation of Cameron Post» på rundt 500 ord hvor du gir terningkast 5
4563,Skriv en anmeldelse av filmen «San Andreas» på rundt 500 ord hvor du gir terningkast 3
3976,Skriv en anmeldelse av filmen «Men in Black 3» på rundt 400 ord hvor du gir terningkast 5
3576,Skriv en anmeldelse av filmen «Den fantastiske Mikkel Rev» på rundt 300 ord hvor du gir terningkast 6
401601,Skriv en anmeldelse av filmen «Mamma Mia: Here we go again» på rundt 700 ord hvor du gir terningkast 3
419,Skriv en anmeldelse av filmen «The Imaginarium of Doctor Parnassus» på rundt 500 ord hvor du gir terningkast 6
3898,Skriv en anmeldelse av filmen «Shame» på rundt 400 ord hvor du gir terningkast 5
3824,Skriv en anmeldelse av filmen «Green Lantern» på rundt 500 ord hvor du gir terningkast 3
400354,Skriv en anmeldelse av filmen «Ishavsblod» på rundt 100 ord hvor du gir terningkast 5
5093,Skriv en anmeldelse av filmen «Cries from Syria» på rundt 900 ord hvor du gir terningkast 5
3918,Skriv en anmeldelse av filmen «Young Adult» på rundt 400 ord hvor du gir terningkast 4
402022,Skriv en anmeldelse av filmen «The Sisters Brothers» på rundt 100 ord hvor du gir terningkast 4
400261,Skriv en anmeldelse av filmen «En mann ved navn Ove» på rundt 400 ord hvor du gir terningkast 3
3159,"Skriv en anmeldelse av filmen «Snikende tiger, skjult drage» på rundt 400 ord hvor du gir terningkast 4"
4096,Skriv en anmeldelse av filmen «En som deg» på rundt 400 ord hvor du gir terningkast 4
5304,Skriv en anmeldelse av filmen «Mordene i Kongo» på rundt 800 ord hvor du gir terningkast 4
3721,Skriv en anmeldelse av filmen «The Green Hornet» på rundt 600 ord hvor du gir terningkast 4
3546,Skriv en anmeldelse av filmen «The Haunting in Connecticut» på rundt 300 ord hvor du gir terningkast 3
3530,Skriv en anmeldelse av filmen «Star Trek» på rundt 500 ord hvor du gir terningkast 6
401772,Skriv en anmeldelse av filmen «Dogman»» på rundt 400 ord hvor du gir terningkast 5
4769,Skriv en anmeldelse av filmen «Flaskepost fra P» på rundt 100 ord hvor du gir terningkast 4
265,Skriv en anmeldelse av TV-serien «American Horror Story: Hotel – Sesongpremiere» på rundt 700 ord hvor du gir terningkast 3
4976,Skriv en anmeldelse av filmen «Little Men» på rundt 100 ord hvor du gir terningkast 5
400139,Skriv en anmeldelse av filmen «The girl with all the gifts» på rundt 100 ord hvor du gir terningkast 5
401346,Skriv en anmeldelse av filmen «Utøya 22. juli» på rundt 800 ord hvor du gir terningkast 5
4138,Skriv en anmeldelse av filmen «Hvem lurte Roger Rabbit» på rundt 900 ord hvor du gir terningkast 5
4635,Skriv en anmeldelse av filmen «Klovn Forever» på rundt 600 ord hvor du gir terningkast 4
4227,Skriv en anmeldelse av filmen «2 Guns» på rundt 400 ord hvor du gir terningkast 4
400290,Skriv en anmeldelse av filmen «Everest» på rundt 100 ord hvor du gir terningkast 5
407,Skriv en anmeldelse av filmen «2012» på rundt 500 ord hvor du gir terningkast 4
4252,Skriv en anmeldelse av filmen «Last Vegas» på rundt 400 ord hvor du gir terningkast 3
4257,Skriv en anmeldelse av filmen «This Is The End» på rundt 400 ord hvor du gir terningkast 5
5431,Skriv en anmeldelse av TV-serien «Roeng» sesong 1 på rundt 700 ord hvor du gir terningkast 3
401803,Skriv en anmeldelse av filmen «Suspiria»» på rundt 600 ord hvor du gir terningkast 3
4447,"Skriv en anmeldelse av filmen «Alexander and the Terrible, Horrible, No Good, Very Bad Day» på rundt 500 ord hvor du gir terningkast 3"
401775,Skriv en anmeldelse av filmen «Nothing like a dame» på rundt 400 ord hvor du gir terningkast 5
4822,Skriv en anmeldelse av filmen «Narcos» sesong 2 på rundt 100 ord hvor du gir terningkast 5
3931,Skriv en anmeldelse av filmen «Kompani Orheim» på rundt 500 ord hvor du gir terningkast 5
5208,Skriv en anmeldelse av filmen «Rampage» på rundt 600 ord hvor du gir terningkast 4
5203,Skriv en anmeldelse av filmen «Gringo» på rundt 400 ord hvor du gir terningkast 3
4866,Skriv en anmeldelse av filmen «Jack Reacher: Vend aldri tilbake» på rundt 100 ord hvor du gir terningkast 4
4994,Skriv en anmeldelse av filmen «Your Name» på rundt 100 ord hvor du gir terningkast 5
4820,Skriv en anmeldelse av filmen «Ixcanul» på rundt 100 ord hvor du gir terningkast 4
401897,Skriv en anmeldelse av filmen «Green Book» på rundt 100 ord hvor du gir terningkast 5
401300,Skriv en anmeldelse av filmen «Maze Runner» på rundt 400 ord hvor du gir terningkast 4
344,Skriv en anmeldelse av TV-serien «The OA» sesong 1 på rundt 600 ord hvor du gir terningkast 3
401729,Skriv en anmeldelse av filmen «Mordene i Kongo» på rundt 600 ord hvor du gir terningkast 5
5006,Skriv en anmeldelse av filmen «Alien: Covenant» på rundt 100 ord hvor du gir terningkast 5
400396,Skriv en anmeldelse av filmen «Agnus Dei» på rundt 100 ord hvor du gir terningkast 4
4144,Skriv en anmeldelse av filmen «Star Trek Into Darkness» på rundt 400 ord hvor du gir terningkast 4
4519,Skriv en anmeldelse av filmen «The Second Best Exotic Marigold Hotel» på rundt 400 ord hvor du gir terningkast 4
400070,Skriv en anmeldelse av filmen «Birdman» på rundt 600 ord hvor du gir terningkast 5
5091,Skriv en anmeldelse av filmen «Good Time» på rundt 400 ord hvor du gir terningkast 5
3942,Skriv en anmeldelse av filmen «The Best Exotic Marigold Hotel» på rundt 400 ord hvor du gir terningkast 3
4463,Skriv en anmeldelse av filmen «Min leilighet i Paris» på rundt 400 ord hvor du gir terningkast 4
3737,Skriv en anmeldelse av filmen «Essential Killing» på rundt 400 ord hvor du gir terningkast 4
3789,Skriv en anmeldelse av filmen «Pirates Of The Caribbean: On Stranger Tides» på rundt 400 ord hvor du gir terningkast 3
4440,Skriv en anmeldelse av filmen «Utburd - myten våkner» på rundt 500 ord hvor du gir terningkast 4
400043,Skriv en anmeldelse av filmen «The Second Best Exotic Marigold Hotel» på rundt 400 ord hvor du gir terningkast 4
400016,Skriv en anmeldelse av filmen «Jurassic World» på rundt 100 ord hvor du gir terningkast 5
3456,Skriv en anmeldelse av filmen «Red» på rundt 400 ord hvor du gir terningkast 4
401785,Skriv en anmeldelse av filmen «The Other side of the Wind» på rundt 1000 ord hvor du gir terningkast 4
4480,Skriv en anmeldelse av filmen «Gentlemen» på rundt 500 ord hvor du gir terningkast 3
4846,Skriv en anmeldelse av filmen «Snowden» på rundt 100 ord hvor du gir terningkast 4
3288,Skriv en anmeldelse av filmen «Falskmyntnerne i Sachsenhausen» på rundt 300 ord hvor du gir terningkast 5
5045,Skriv en anmeldelse av filmen «Glory» på rundt 500 ord hvor du gir terningkast 5
57,Skriv en anmeldelse av TV-serien «En moderne familie» sesong 1 på rundt 700 ord hvor du gir terningkast 5
4573,Skriv en anmeldelse av filmen «United Passions» på rundt 600 ord hvor du gir terningkast 1
4346,Skriv en anmeldelse av filmen «Miraklene i Toscana» på rundt 400 ord hvor du gir terningkast 4
4154,Skriv en anmeldelse av filmen «Only God Forgives» på rundt 500 ord hvor du gir terningkast 4
400023,Skriv en anmeldelse av filmen «Mad Max: Fury Road» på rundt 600 ord hvor du gir terningkast 5
2,Skriv en anmeldelse av TV-serien «The Wire» på rundt 500 ord hvor du gir terningkast 6
400305,Skriv en anmeldelse av filmen «Transformers: The Last Knight» på rundt 100 ord hvor du gir terningkast 2
5061,Skriv en anmeldelse av filmen «Jaktsesong» på rundt 400 ord hvor du gir terningkast 5
4107,Skriv en anmeldelse av filmen «Parker» på rundt 500 ord hvor du gir terningkast 3
3874,Skriv en anmeldelse av filmen «50/50» på rundt 400 ord hvor du gir terningkast 5
400382,Skriv en anmeldelse av filmen «The Rules for Everything» på rundt 100 ord hvor du gir terningkast 3
5177,Skriv en anmeldelse av filmen «Norske byggeklosser» på rundt 400 ord hvor du gir terningkast 4
3360,Skriv en anmeldelse av filmen «Lars and the Real Girl» på rundt 400 ord hvor du gir terningkast 5
4163,Skriv en anmeldelse av filmen «Jurassic Park» på rundt 600 ord hvor du gir terningkast 6
400107,Skriv en anmeldelse av filmen «Den magiske juleesken» på rundt 100 ord hvor du gir terningkast 5
3961,Skriv en anmeldelse av filmen «Tyrannosaur» på rundt 300 ord hvor du gir terningkast 4
3262,Skriv en anmeldelse av filmen «The Hitcher» på rundt 400 ord hvor du gir terningkast 4
3215,Skriv en anmeldelse av filmen «The Last King Of Scotland» på rundt 500 ord hvor du gir terningkast 6
4012,Skriv en anmeldelse av filmen «Kon-tiki» på rundt 700 ord hvor du gir terningkast 5
230,Skriv en anmeldelse av TV-serien «The Strain» sesong 1 på rundt 600 ord hvor du gir terningkast 5
4876,Skriv en anmeldelse av filmen «Hell or High Water» på rundt 100 ord hvor du gir terningkast 5
3672,Skriv en anmeldelse av filmen «Piranha» på rundt 400 ord hvor du gir terningkast 5
400289,Skriv en anmeldelse av filmen «Maze Runner – Ildprøven» på rundt 100 ord hvor du gir terningkast 4
418,"Skriv en anmeldelse av filmen «New York, I Love You» på rundt 500 ord hvor du gir terningkast 4"
5059,Skriv en anmeldelse av filmen «The Dark Tower» på rundt 600 ord hvor du gir terningkast 3
