id,authors,tags,title
401632,aftenposten,['movie'],Karsten og Petra på skattejakt
344,['Sigurd Vik'],['tv'],The OA sesong 1
5458,['Sigurd Vik'],['tv'],Maniac sesong 1
3673,['Birger Vestmo'],['movie'],Hjem til jul
400164,aftenposten,['movie'],Everybody wants some!!
400212,aftenposten,['movie'],Gods of Egypt
3314,['Birger Vestmo'],['movie'],Jar City
299,['Marte Hedenstad'],['tv'],Fear the Walking Dead sesong 2
4346,['Birger Vestmo'],['movie'],Miraklene i Toscana
38,['Maria Lindberg'],['tv'],24 sesong 8
4098,['Birger Vestmo'],['movie'],Zero Dark Thirty
3781,['Birger Vestmo'],['movie'],Sanctum
4952,['Marte Hedenstad'],['movie'],Det er bare verdens undergang
4205,['Birger Vestmo'],['movie'],One Direction: This Is Us
400115,aftenposten,['movie'],Nocturnal Animals
3571,['Birger Vestmo'],['movie'],Land Of The Lost
4110,['Birger Vestmo'],['movie'],Spise sove dø
3413,['Birger Vestmo'],['movie'],Hancock
5067,['Fredrik Skaget Øien'],['movie'],Kvinnen fra Brest
4983,['Sigurd Vik'],['movie'],Løvetannbarn
424,['Birger Vestmo'],['movie'],Tomme tønner
401531,aftenposten,['movie'],Jungelgjengen
3556,['Birger Vestmo'],['movie'],Metro 123 kapret
401850,aftenposten,['movie'],Springsteen on Broadway
3,['Birger Vestmo'],['tv'],Mad Men sesong 1
3284,['Birger Vestmo'],['movie'],Tatt av kvinnen
4417,['Birger Vestmo'],['movie'],Dracula Untold
400259,aftenposten,['movie'],The Pearl Button
3891,['Birger Vestmo'],['movie'],Sherlock Holmes: A Game Of Shadows
44,['Torfinn Borkhus'],['tv'],Community sesong 1
4542,['Birger Vestmo'],['movie'],The Longest Ride
3547,['Birger Vestmo'],['movie'],Last chance Harvey
3842,['Birger Vestmo'],['movie'],Cowboys & Aliens
4152,['Birger Vestmo'],['movie'],Inside Llewyn Davis
3580,['Birger Vestmo'],['movie'],Crazy Heart
4056,['Birger Vestmo'],['movie'],Reisen til julestjernen
4934,['Sigurd Vik'],['movie'],Jackie
3939,['Birger Vestmo'],['movie'],Contraband
4992,['Birger Vestmo'],['movie'],Guardians of the Galaxy Vol. 2
3555,['Birger Vestmo'],['movie'],L.A. Gigolo
4198,['Birger Vestmo'],['movie'],De tøffeste gutta
4610,['Birger Vestmo'],['movie'],Dark Places
400231,aftenposten,['movie'],Room
400384,aftenposten,['movie'],Live by Night
4608,['Marte Hedenstad'],['movie'],Hitman: Agent 47
4790,['Birger Vestmo'],['movie'],Now You See Me 2
5103,['Birger Vestmo'],['movie'],American Assassin
3655,['Birger Vestmo'],['movie'],Universal Soldier: Regeneration
5275,['Birger Vestmo'],['movie'],"Don't Worry, He Won't Get Far On Foot"
400320,aftenposten,['movie'],Alien: Covenant
433,['Birger Vestmo'],['movie'],Olsenbanden Jr. Mestertyvens skatt
17,['Birger Vestmo'],['tv'],The Thick Of It
5317,['Marte Hedenstad'],['movie'],Rafiki
400248,aftenposten,['movie'],Stabukker
3290,['Birger Vestmo'],['movie'],Varg Veum – Bitre blomster
5111,['Sigurd Vik'],['movie'],Jigsaw
5202,['Birger Vestmo'],['movie'],The Death of Stalin
4269,['Rune Håkonsen'],['movie'],Mr. Morgan's Last Love
402095,aftenposten,['tv'],Homecoming
4633,['Marte Hedenstad'],['movie'],Sorte Sjeler
107,['Maria Lindberg'],['tv'],House sesong 6
401607,aftenposten,['tv'],Sharp Objects
3405,['Birger Vestmo'],['movie'],The Mark of Cain
4860,['Birger Vestmo'],['movie'],Barneraneren
123,['Marte Hedenstad'],['tv'],True Blood sesong 4
314,['Sigurd Vik'],['tv'],Orange Is the New Black sesong 4
3307,['Birger Vestmo'],['movie'],Elizabeth: The Golden Age
401777,aftenposten,['movie'],A star is Born
3979,['Birger Vestmo'],['movie'],Prometheus
3823,['Birger Vestmo'],['movie'],Biler 2
400140,aftenposten,['movie'],Snowden
5225,['Sigurd Vik'],['movie'],Huset ved sjøen
406,['Birger Vestmo'],['movie'],Sin Nombre
236,['Marte Hedenstad'],['tv'],Sense8 sesoong 1
3353,['Birger Vestmo'],['movie'],Mannen som elsket Yngve
3365,['Birger Vestmo'],['movie'],The Orphanage
2,['Birger Vestmo'],['tv'],The Wire
4634,['Birger Vestmo'],['movie'],The Walk
4813,['Birger Vestmo'],['movie'],Under kirsebærtrærne
3619,['Birger Vestmo'],['movie'],The A-Team
401316,aftenposten,['movie'],Spacewalker
4547,['Birger Vestmo'],['movie'],Mad Max: Fury Road
5161,['Fredrik Skaget Øien'],['movie'],Let the Sunshine In
197,['Marte Hedenstad'],['tv'],State of Affairs
4523,['Birger Vestmo'],['movie'],Fast & Furious 7
402120,aftenposten,['movie'],Rutete ninja
4384,['Birger Vestmo'],['movie'],Hercules
3334,['Birger Vestmo'],['movie'],Shoot ’em up
401711,aftenposten,['movie'],Ramen Shop
4569,['Birger Vestmo'],['movie'],Jurassic World
3262,['Birger Vestmo'],['movie'],The Hitcher
5192,['Birger Vestmo'],['movie'],Lady Bird
4372,['Rune Håkonsen'],['movie'],Walking on Sunshine
400817,aftenposten,['tv'],Broen sesong 3
3320,['Birger Vestmo'],['movie'],W.
4995,['Sigurd Vik'],['movie'],Raw
3217,['Birger Vestmo'],['movie'],Jakten på lykke
4483,['Birger Vestmo'],['movie'],Unbroken
5337,['Birger Vestmo'],['movie'],Once Upon a Deadpool
3850,['Birger Vestmo'],['movie'],"Crazy, Stupid, Love"
402101,aftenposten,['tv'],Swedish Sin
4866,['Birger Vestmo'],['movie'],Jack Reacher: Vend aldri tilbake
3212,['Birger Vestmo'],['movie'],Parfymen – Historien om en morder
4308,['Birger Vestmo'],['movie'],Sorg og glede
272,['Marte Hedenstad'],['tv'],Jessica Jones sesong 1
4875,['Birger Vestmo'],['movie'],Snekker Andersen og Julenissen
8,['Torfinn Borkhus'],['tv'],In Treatment sesong 2
4622,['Sigurd Vik'],['movie'],Me and Earl and the Dying Girl
401,['Birger Vestmo'],['movie'],Michael Jackson: This Is It
4969,['Sigurd Vik'],['movie'],Mysteriet i Slack Bay
3565,['Birger Vestmo'],['movie'],Se opp
400024,aftenposten,['movie'],McFarland
3422,['Birger Vestmo'],['movie'],Sitrontreet
282,['Marte Hedenstad'],['tv'],Chelsea Does
4704,['Sigurd Vik'],['movie'],Grendel
4932,['Birger Vestmo'],['movie'],T2 Trainspotting
4270,['Birger Vestmo'],['movie'],Frost
5023,['Birger Vestmo'],['movie'],Transformers: The Last Knight
401476,aftenposten,['tv'],Atlanta sesong 2
3185,['Birger Vestmo'],['movie'],The Day After Tomorrow
325,['Jørgen Hegstad'],['tv'],Chef's Table: France
5326,['Birger Vestmo'],['movie'],Satan's Slaves
4520,['Marte Hedenstad'],['movie'],Into the Woods
4680,['Marte Hedenstad'],['movie'],Macbeth
401342,aftenposten,['tv'],Unge lovende sesong 3
3335,['Birger Vestmo'],['movie'],Biefilmen
4950,['Birger Vestmo'],['movie'],Silence
400172,aftenposten,['movie'],The Survivalist
4724,['Birger Vestmo'],['movie'],"Hail, Caesar!"
4549,['Birger Vestmo'],['movie'],The Lobster
5364,['Birger Vestmo'],['movie'],Alita: Battle Angel
5359,['Birger Vestmo'],['movie'],Vice
400810,aftenposten,['tv'],Tyskland 83
5346,['Sigurd Vik'],['movie'],Hunter Killer
3686,['Birger Vestmo'],['movie'],Unstoppable
421,['Birger Vestmo'],['movie'],It's Complicated
400407,aftenposten,['movie'],Dum og dummere 2
417,['Birger Vestmo'],['movie'],In The Loop
401719,aftenposten,['movie'],"Don't Worry, He Won't Get Far on Foot"
5123,['Birger Vestmo'],['movie'],The Killing of a Sacred Deer
401633,aftenposten,['movie'],A quiet place
4782,['Birger Vestmo'],['movie'],Alice Through The Looking Glass
4166,['Birger Vestmo'],['movie'],Call Girl
5450,['Sigurd Vik'],['tv'],Orange Is the New Black sesong 6
4457,['Birger Vestmo'],['movie'],Hobbiten: Femhærerslaget
401437,aftenposten,['movie'],Annihilation
5301,['Marte Hedenstad'],['movie'],The Miseducation of Cameron Post
401104,aftenposten,['movie'],The Beguiled
400319,aftenposten,['movie'],Pirates of the Caribbean: Salazar's Revenge
401643,aftenposten,['movie'],Megalodon (The Meg)
401857,aftenposten,['movie'],Crazy Rich Asians
401709,aftenposten,['movie'],Johnny English Strikes Again
3278,['Birger Vestmo'],['movie'],Knocked Up
5052,['Birger Vestmo'],['movie'],Valerian and the City of a Thousand Planets
3688,['Birger Vestmo'],['movie'],Paranormal Activity 2
5256,['Birger Vestmo'],['movie'],Book Club
377,['Sigurd Vik'],['tv'],Tutankhamun sesong 1
5313,['Marte Hedenstad'],['movie'],Grinchen
3406,['Birger Vestmo'],['movie'],The Mist
4249,['Birger Vestmo'],['movie'],The Hunger Games: Catching Fire
400821,aftenposten,['tv'],True Detective sesong 2
4193,['Birger Vestmo'],['movie'],Pionér
3291,['Birger Vestmo'],['movie'],Chuck og Larry
401614,aftenposten,['movie'],"Bergman – ett år, ett liv"
400396,aftenposten,['movie'],Agnus Dei
234,['Sigurd Vik'],['tv'],Orange Is the New Black sesong 3
3322,['Birger Vestmo'],['movie'],På sporet av Michael Moore
5160,['Birger Vestmo'],['movie'],Coco
400221,aftenposten,['movie'],10 Cloverfield lane
4284,['Birger Vestmo'],['movie'],Jack Ryan: Shadow Recruit
3642,['Birger Vestmo'],['movie'],Monstertorsdag
400260,aftenposten,['movie'],Solan og Ludvig – Herfra til Flåklypa
5131,['Birger Vestmo'],['movie'],The Villainess
371,['Sigurd Vik'],['tv'],Master of None sesong 2
4206,['Birger Vestmo'],['movie'],Riddick
3493,['Birger Vestmo'],['movie'],Den rosa panteren 2
4686,['Marte Hedenstad'],['movie'],The Pearl Button: Vannets mysterium
5134,['Sigurd Vik'],['movie'],Adjø Montebello
4503,['Birger Vestmo'],['movie'],Wild
4789,['Birger Vestmo'],['movie'],Alt det vakre
4237,['Birger Vestmo'],['movie'],Solan og Ludvig – Jul i Flåklypa
4928,['Birger Vestmo'],['movie'],Paterson
5182,['Birger Vestmo'],['movie'],Now It's Dark
400385,aftenposten,['movie'],Split
4546,['Birger Vestmo'],['movie'],Sommer i Toscana
4920,['Birger Vestmo'],['movie'],Kings Bay
109,['Maria Lindberg'],['tv'],Californication sesong 4
3768,['Maria Lindberg'],['movie'],Route Irish
4440,['Birger Vestmo'],['movie'],Utburd - myten våkner
4429,['Birger Vestmo'],['movie'],Her er Harold
4823,['Birger Vestmo'],['movie'],Oppdrag Dory
4495,['Birger Vestmo'],['movie'],Menneskelig kapital
5030,['Birger Vestmo'],['movie'],The House
4620,['Birger Vestmo'],['movie'],Maze Runner: Ildprøven
401653,aftenposten,['tv'],The Innocents
3209,['Birger Vestmo'],['movie'],Jackass number two
402009,aftenposten,['tv'],Gladbeck
4289,['Birger Vestmo'],['movie'],12 Years a Slave
4484,['Sigurd Vik'],['movie'],Irenes to liv
81,['Erlend Lånke Solbu'],['tv'],Skins sesong 3
3366,['Birger Vestmo'],['movie'],Horton redder en Hvem
3378,['Birger Vestmo'],['movie'],Funny Games
4027,['Birger Vestmo'],['movie'],Hard To Kill
401732,aftenposten,['movie'],The Miseducation of Cameron Post
5316,['Sigurd Vik'],['movie'],The Ballad of Buster Scruggs
401453,aftenposten,['movie'],Maria Magdalena
307,['Sigurd Vik'],['tv'],Bloodline sesong 2
3800,['Birger Vestmo'],['movie'],Priest
4561,['Birger Vestmo'],['movie'],Chronic
4034,['Birger Vestmo'],['movie'],Bond 50 – Celebrating Five Decades Of James Bond
400276,aftenposten,['movie'],Bridge of spies
4567,['Birger Vestmo'],['movie'],Insidious 3
4290,['Birger Vestmo'],['movie'],Anchorman: The Legend Continues
5368,['Birger Vestmo'],['movie'],The Kindness of Strangers
4717,['Marte Hedenstad'],['movie'],Alvin og gjengen: I farta
5124,['Sigurd Vik'],['movie'],Winnerbäck – et slags liv
5083,['Birger Vestmo'],['movie'],Lego Ninjago Filmen
401033,aftenposten,['tv'],GLOW
5180,['Sigurd Vik'],['movie'],Every Day
3207,['Einar Guldvog Staalesen'],['movie'],Kunsten å tenke negativt
85,['Erlend Lånke Solbu'],['tv'],Spooks sesong 3
4255,['Birger Vestmo'],['movie'],Thanks For Sharing
3613,['Birger Vestmo'],['movie'],Youth In Revolt
3416,['Birger Vestmo'],['movie'],Søstrene Boleyn
400235,aftenposten,['movie'],Trumbo
345,['Sigurd Vik'],['tv'],Eyewitness sesong 1
4391,['Rune Håkonsen'],['movie'],Let's Be Cops
4083,['Birger Vestmo'],['movie'],2 dager i New York
3358,['Birger Vestmo'],['movie'],No country for old men
4740,['Birger Vestmo'],['movie'],Batman v Superman: Dawn of Justice
5147,['Fredrik Skaget Øien'],['movie'],The Commuter
4809,['Sigurd Vik'],['movie'],Bad Moms
4586,['Daniel Guanio'],['movie'],The Gallows
3699,['Birger Vestmo'],['movie'],Rare Exports – The Truth About Santa
400208,aftenposten,['movie'],The Huntsman: Winter’s War
401481,aftenposten,['movie'],The Death of Stalin
4982,['Birger Vestmo'],['movie'],Get Out
5405,['Sigurd Vik'],['tv'],The Deuce sesong 1
3498,['Birger Vestmo'],['movie'],Han er faktisk ikke interessert
3992,['Birger Vestmo'],['movie'],What To Expect When You're Expecting
4260,['Birger Vestmo'],['movie'],Enough Said
4124,['Birger Vestmo'],['movie'],Holy Motors
400391,aftenposten,['movie'],The Autopsy of Jane Doe
15,['Torfinn Borkhus'],['tv'],Eastbound & Down sesong 1
4476,['Marte Hedenstad'],['movie'],Foxcatcher
4828,['Birger Vestmo'],['movie'],Miracles From Heaven
5227,['Sigurd Vik'],['movie'],Blockers
4739,['Birger Vestmo'],['movie'],Mitt store fete greske bryllup 2
4144,['Birger Vestmo'],['movie'],Star Trek Into Darkness
3711,['Birger Vestmo'],['movie'],Tomme tønner 2 – Det Brune Gullet
4594,['Birger Vestmo'],['movie'],Amy
3980,['Rune Håkonsen'],['movie'],Moonrise Kingdom
5195,['Sigurd Vik'],['movie'],Jeg vet hvem du er
4868,['Birger Vestmo'],['movie'],Florence Foster Jenkins
4583,['Marte Hedenstad'],['movie'],Høvdinger
4899,['Birger Vestmo'],['movie'],Evolution
3859,['Birger Vestmo'],['movie'],Drive
4246,['Birger Vestmo'],['movie'],The Counselor
3299,['Birger Vestmo'],['movie'],Day Watch
401404,aftenposten,['tv'],Heimebane sesong 1
4147,['Birger Vestmo'],['movie'],Den store Gatsby
4669,['Birger Vestmo'],['movie'],By The Sea
4071,['Birger Vestmo'],['movie'],People Like Us
3954,['Birger Vestmo'],['movie'],Titanic
3741,['Birger Vestmo'],['movie'],Rango
4431,['Birger Vestmo'],['movie'],Chef
400071,aftenposten,['movie'],Sauen Shaun
4314,['Birger Vestmo'],['movie'],Non-stop
4368,['Marte Hedenstad'],['movie'],Fading Gigolo
5347,['Marte Hedenstad'],['movie'],Bumblebee
400317,aftenposten,['movie'],Baywatch
3692,['Birger Vestmo'],['movie'],Back To The Future Trilogy
5473,['Sigurd Vik'],['tv'],The Umbrella Academy sesong 1
3520,['Birger Vestmo'],['movie'],X-men Origins: Wolverine
3656,['Torfinn Borkhus'],['movie'],Submarino
5279,['Birger Vestmo'],['movie'],The Predator
4111,['Birger Vestmo'],['movie'],Hitchcock
3253,['Birger Vestmo'],['movie'],Next
3829,['Birger Vestmo'],['movie'],Cry-baby
402061,aftenposten,['movie'],Den fantastiske reisen til fakiren som gjemte seg i et Ikea-skap
4776,['Birger Vestmo'],['movie'],Captain Fantastic
4772,['Birger Vestmo'],['movie'],Money Monster
4613,['Birger Vestmo'],['movie'],En natt i Berlin
4448,['Birger Vestmo'],['movie'],Wetlands
426,['Birger Vestmo'],['movie'],Menn som stirrer på geiter
4139,['Rune Håkonsen'],['movie'],Stoker
3964,['Birger Vestmo'],['movie'],The Avengers
401111,aftenposten,['movie'],The Square
4596,['Birger Vestmo'],['movie'],Irrational Man
401200,aftenposten,['movie'],Ekspedisjon Knerten
400275,aftenposten,['movie'],Himmelen over Havanna
3570,['Birger Vestmo'],['movie'],500 days of Summer
400003,aftenposten,['movie'],Ant-Man
5249,['Marte Hedenstad'],['movie'],Skyscraper
4534,['Rune Håkonsen'],['movie'],Citizenfour
401334,aftenposten,['movie'],The Greatest Showman
5273,['Sigurd Vik'],['movie'],Racer and the Jailbird
3931,['Birger Vestmo'],['movie'],Kompani Orheim
4328,['Birger Vestmo'],['movie'],Venus In Fur
4360,['Birger Vestmo'],['movie'],Kule kryp
4161,['Birger Vestmo'],['movie'],Å begrave en hund
3958,['Birger Vestmo'],['movie'],The Rocka
4235,['Birger Vestmo'],['movie'],The Purge
3444,['Birger Vestmo'],['movie'],Fatso
4443,['Birger Vestmo'],['movie'],The Hunger Games: Mockingjay Part 1
3809,['Torfinn Borkhus'],['movie'],Transformers: Dark of the Moon
4500,['Birger Vestmo'],['movie'],Still Alice
3179,['Birger Vestmo'],['movie'],Kill Bill Vol. 1
4441,['Birger Vestmo'],['movie'],20.000 Days On Earth
5038,['Marte Hedenstad'],['movie'],In Between
401114,aftenposten,['movie'],Happy Death Day
60,['Torfinn Borkhus'],['tv'],Stargate Universe sesong 1
3779,['Birger Vestmo'],['movie'],Nawals hemmelighet – Incendies
3218,['Birger Vestmo'],['movie'],Smokin’ Aces
400344,aftenposten,['movie'],Free Fire
401209,aftenposten,['movie'],Suburbicon
3357,['Birger Vestmo'],['movie'],Ulvenatten
4294,['Birger Vestmo'],['movie'],The Monuments Men
5019,['Sigurd Vik'],['movie'],Prinsesse Mononoke
4385,['Birger Vestmo'],['movie'],Teenage Mutant Ninja Turtles
5048,['Fredrik Skaget Øien'],['movie'],Kedi
116,['Torfinn Borkhus'],['tv'],Hell on Wheels
3368,['Birger Vestmo'],['movie'],Death Sentence
401663,aftenposten,['movie'],Hotel Artemis
3515,['Birger Vestmo'],['movie'],The Unborn
4158,['Birger Vestmo'],['movie'],Broken
400139,aftenposten,['movie'],The girl with all the gifts
300,['Marte Hedenstad'],['tv'],Unbreakable Kimmy Schmidt sesong 2
400144,aftenposten,['movie'],Kongens nei
3211,['Birger Vestmo'],['movie'],Pans labyrint
5033,['Marte Hedenstad'],['movie'],Spider-Man: Homecoming
3865,['Birger Vestmo'],['movie'],The Thing
401915,aftenposten,['tv'],Murder Mountain
4275,['Birger Vestmo'],['movie'],Amnesia
401914,aftenposten,['movie'],Destroyer
400043,aftenposten,['movie'],The Second Best Exotic Marigold Hotel
93,['Erlend Lånke Solbu'],['tv'],Spooks sesong 4
4115,['Birger Vestmo'],['movie'],Oz: The Great and Powerful
401759,aftenposten,['tv'],The haunting of Hill House
400097,aftenposten,['movie'],Exodus: Gods and Kings
400776,aftenposten,['tv'],Fargo sesong 1
401161,aftenposten,['movie'],Bye Bye Germany
3297,['Birger Vestmo'],['movie'],Slaget om den forbudte by
4766,['Birger Vestmo'],['movie'],Marnie – min hemmelige venninne
401828,aftenposten,['movie'],Fabeldyr: Grindelwalds forbrytelser
3638,['Birger Vestmo'],['movie'],Splice
400085,aftenposten,['movie'],Whiplash
400159,aftenposten,['movie'],Under kirsebærtrærne
401546,aftenposten,['movie'],I feel pretty
5318,['Birger Vestmo'],['movie'],Julenissens datter
3304,['Birger Vestmo'],['movie'],Switch
400147,aftenposten,['movie'],Sausage Party
3764,['Birger Vestmo'],['movie'],World Invasion: Battle Los Angeles
400245,aftenposten,['movie'],The Assassin
3281,['Birger Vestmo'],['movie'],This Is England
102,['Maria Lindberg'],['tv'],Fringe sesong 2
4993,['Sigurd Vik'],['movie'],Det kommer en dag
127,['Marte Hedenstad'],['tv'],True Blood sesong 5
4728,['Birger Vestmo'],['movie'],Spotlight
4301,['Birger Vestmo'],['movie'],Dallas Buyers Club
3221,['Birger Vestmo'],['movie'],Mars & Venus
401908,aftenposten,['movie'],Rive-Rolf kræsjer internett
401785,aftenposten,['movie'],The Other side of the Wind
43,['Torfinn Borkhus'],['tv'],Dag sesong 1
4566,['Birger Vestmo'],['movie'],Spy
4042,['Birger Vestmo'],['movie'],Indiana Jones: The Complete Adventures
4263,['Rune Håkonsen'],['movie'],Nymphomaniac
4107,['Birger Vestmo'],['movie'],Parker
401775,aftenposten,['movie'],Nothing like a dame
400088,aftenposten,['movie'],Seventh Son
3951,['Birger Vestmo'],['movie'],The Grey
4369,['Rune Håkonsen'],['movie'],Deliver Us From Evil
4095,['Birger Vestmo'],['movie'],Hansel and Gretel: Witch Hunters
5437,['Sigurd Vik'],['tv'],Westworld sesong 2
400228,aftenposten,['movie'],Zootropolis
3984,['Birger Vestmo'],['movie'],Weekend
3965,['Birger Vestmo'],['movie'],En katt i Paris
4974,['Sigurd Vik'],['movie'],Smurfene: Den hemmelige landsbyen
380,['Birger Vestmo'],['movie'],Jacques Mesrine Del 1: Instinkt for mord
338,['Sigurd Vik'],['tv'],The Crown sesong 1
3632,['Rune Håkonsen'],['movie'],Inception
400023,aftenposten,['movie'],Mad Max: Fury Road
3274,['Birger Vestmo'],['movie'],Fracture
3198,['Birger Vestmo'],['movie'],The 40 Year Old Virgin
400174,aftenposten,['movie'],Kjæledyrenes hemmelige liv
219,['Rune Håkonsen'],['tv'],Marvel's Daredevil sesong 1
3871,['Birger Vestmo'],['movie'],Sommerland
4021,['Birger Vestmo'],['movie'],Lawless
4604,['Sigurd Vik'],['movie'],Sinister 2
4293,['Birger Vestmo'],['movie'],The Selfish Giant: En himmel av kobber
4348,['Birger Vestmo'],['movie'],Maps To The Stars
