id,prompt
4899,Skriv en anmeldelse av filmen «Evolution» på rundt 100 ord hvor du gir terningkast 4
5451,Skriv en anmeldelse av TV-serien «Castle Rock» sesong 1 på rundt 800 ord hvor du gir terningkast 4
93,Skriv en anmeldelse av TV-serien «Spooks» sesong 4 på rundt 700 ord hvor du gir terningkast 5
400249,Skriv en anmeldelse av filmen «The Revenant» på rundt 100 ord hvor du gir terningkast 4
4038,Skriv en anmeldelse av filmen «Skvis» på rundt 400 ord hvor du gir terningkast 3
401973,Skriv en anmeldelse av filmen «Burning»» på rundt 100 ord hvor du gir terningkast 2
5121,Skriv en anmeldelse av filmen «Hjemsøkt» på rundt 600 ord hvor du gir terningkast 3
5110,Skriv en anmeldelse av filmen «Wind River» på rundt 600 ord hvor du gir terningkast 4
5017,Skriv en anmeldelse av filmen «I Am Not Your Negro» på rundt 700 ord hvor du gir terningkast 6
5353,Skriv en anmeldelse av filmen «Smaken av Toscana» på rundt 100 ord hvor du gir terningkast 3
4985,Skriv en anmeldelse av filmen «Fast & Furious 8» på rundt 100 ord hvor du gir terningkast 4
402134,Skriv en anmeldelse av filmen «Det ville pæretreet» på rundt 100 ord hvor du gir terningkast 5
5087,Skriv en anmeldelse av filmen «Home Again» på rundt 500 ord hvor du gir terningkast 3
4945,Skriv en anmeldelse av filmen «Karenina & I» på rundt 100 ord hvor du gir terningkast 4
3886,Skriv en anmeldelse av filmen «New Year's Eve» på rundt 500 ord hvor du gir terningkast 3
400172,Skriv en anmeldelse av filmen «The Survivalist» på rundt 100 ord hvor du gir terningkast 5
401476,Skriv en anmeldelse av TV-serien «Atlanta» sesong 2 på rundt 500 ord hvor du gir terningkast 5
4231,Skriv en anmeldelse av filmen «Jobs» på rundt 500 ord hvor du gir terningkast 3
401898,Skriv en anmeldelse av TV-serien «Magnus» på rundt 100 ord hvor du gir terningkast 5
401242,Skriv en anmeldelse av TV-serien «Le Bureau» sesong 3 på rundt 500 ord hvor du gir terningkast 6
401601,Skriv en anmeldelse av filmen «Mamma Mia: Here we go again» på rundt 700 ord hvor du gir terningkast 3
3689,Skriv en anmeldelse av filmen «Harry Potter og Dødstalismanene - Del 1» på rundt 400 ord hvor du gir terningkast 4
101,Skriv en anmeldelse av TV-serien «How to Make It in America» sesong 1 på rundt 600 ord hvor du gir terningkast 5
5094,Skriv en anmeldelse av filmen «Natta pappa henta oss» på rundt 500 ord hvor du gir terningkast 5
5059,Skriv en anmeldelse av filmen «The Dark Tower» på rundt 600 ord hvor du gir terningkast 3
69,Skriv en anmeldelse av TV-serien «Ta den ring» på rundt 600 ord hvor du gir terningkast 4
2,Skriv en anmeldelse av TV-serien «The Wire» på rundt 500 ord hvor du gir terningkast 6
3215,Skriv en anmeldelse av filmen «The Last King Of Scotland» på rundt 500 ord hvor du gir terningkast 6
4642,Skriv en anmeldelse av filmen «Drømmen om MGP jr» på rundt 400 ord hvor du gir terningkast 3
401414,"Skriv en anmeldelse av filmen «Adjø, Christopher Robin» på rundt 400 ord hvor du gir terningkast 4"
179,Skriv en anmeldelse av TV-serien «Orange Is the New Black» sesong 2 på rundt 800 ord hvor du gir terningkast 5
4653,Skriv en anmeldelse av filmen «Elser – 13 minutter fra Hitler» på rundt 400 ord hvor du gir terningkast 5
3339,Skriv en anmeldelse av filmen «Cassandra’s dream» på rundt 300 ord hvor du gir terningkast 3
3261,Skriv en anmeldelse av filmen «Supervoksen» på rundt 400 ord hvor du gir terningkast 4
400387,"Skriv en anmeldelse av filmen «Jeg, Daniel Blake»» på rundt 100 ord hvor du gir terningkast 4"
4724,"Skriv en anmeldelse av filmen «Hail, Caesar!» på rundt 500 ord hvor du gir terningkast 5"
400067,Skriv en anmeldelse av filmen «Fifty Shades of Grey» på rundt 900 ord hvor du gir terningkast 2
4007,Skriv en anmeldelse av filmen «Take This Waltz» på rundt 400 ord hvor du gir terningkast 4
5076,Skriv en anmeldelse av filmen «It» på rundt 500 ord hvor du gir terningkast 5
3493,Skriv en anmeldelse av filmen «Den rosa panteren 2» på rundt 400 ord hvor du gir terningkast 3
5405,Skriv en anmeldelse av TV-serien «The Deuce» sesong 1 på rundt 900 ord hvor du gir terningkast 5
401824,Skriv en anmeldelse av filmen «Grinchen» på rundt 400 ord hvor du gir terningkast 4
437,Skriv en anmeldelse av filmen «Percy Jackson og lyntyven» på rundt 400 ord hvor du gir terningkast 3
5275,"Skriv en anmeldelse av filmen «Don't Worry, He Won't Get Far On Foot» på rundt 100 ord hvor du gir terningkast 4"
3885,Skriv en anmeldelse av filmen «Happy Feet 2» på rundt 600 ord hvor du gir terningkast 4
3305,Skriv en anmeldelse av filmen «Natural Born Star» på rundt 500 ord hvor du gir terningkast 5
4285,Skriv en anmeldelse av filmen «Delivery Man» på rundt 400 ord hvor du gir terningkast 3
5245,Skriv en anmeldelse av filmen «Ant-Man and The Wasp» på rundt 500 ord hvor du gir terningkast 4
4095,Skriv en anmeldelse av filmen «Hansel and Gretel: Witch Hunters» på rundt 600 ord hvor du gir terningkast 4
401200,Skriv en anmeldelse av filmen «Ekspedisjon Knerten» på rundt 400 ord hvor du gir terningkast 5
4303,Skriv en anmeldelse av filmen «Om hester og menn» på rundt 400 ord hvor du gir terningkast 5
3737,Skriv en anmeldelse av filmen «Essential Killing» på rundt 400 ord hvor du gir terningkast 4
401480,Skriv en anmeldelse av TV-serien «Wild Wild Country» på rundt 1300 ord hvor du gir terningkast 5
401367,Skriv en anmeldelse av filmen «The Florida Project» på rundt 500 ord hvor du gir terningkast 5
400385,Skriv en anmeldelse av filmen «Split» på rundt 100 ord hvor du gir terningkast 5
400021,Skriv en anmeldelse av filmen «Tomorrowland» på rundt 100 ord hvor du gir terningkast 3
3659,Skriv en anmeldelse av filmen «Resident Evil: Afterlife» på rundt 400 ord hvor du gir terningkast 3
400063,Skriv en anmeldelse av filmen «Still Alice» på rundt 400 ord hvor du gir terningkast 4
3313,Skriv en anmeldelse av filmen «Surf’s up» på rundt 300 ord hvor du gir terningkast 4
5246,Skriv en anmeldelse av filmen «Sicario 2: Soldado» på rundt 800 ord hvor du gir terningkast 4
401095,Skriv en anmeldelse av filmen «The Big Sick» på rundt 500 ord hvor du gir terningkast 4
4740,Skriv en anmeldelse av filmen «Batman v Superman: Dawn of Justice» på rundt 500 ord hvor du gir terningkast 5
401022,Skriv en anmeldelse av filmen «Emojifilmen» på rundt 500 ord hvor du gir terningkast 2
3329,Skriv en anmeldelse av filmen «Across the Universe» på rundt 400 ord hvor du gir terningkast 6
5307,Skriv en anmeldelse av filmen «Bohemian Rhapsody» på rundt 600 ord hvor du gir terningkast 4
400276,Skriv en anmeldelse av filmen «Bridge of spies» på rundt 600 ord hvor du gir terningkast 5
5169,Skriv en anmeldelse av filmen «Los Bando» på rundt 500 ord hvor du gir terningkast 4
3536,"Skriv en anmeldelse av filmen «I Love You, Man» på rundt 400 ord hvor du gir terningkast 4"
168,Skriv en anmeldelse av TV-serien «Top of the Lake» på rundt 600 ord hvor du gir terningkast 6
5167,Skriv en anmeldelse av filmen «Black Panther» på rundt 600 ord hvor du gir terningkast 5
4786,Skriv en anmeldelse av filmen «Teenage Mutant Ninja Turtles 2» på rundt 100 ord hvor du gir terningkast 3
4243,Skriv en anmeldelse av filmen «Wolf Children» på rundt 600 ord hvor du gir terningkast 5
4251,Skriv en anmeldelse av filmen «Den femte statsmakt» på rundt 400 ord hvor du gir terningkast 3
4545,Skriv en anmeldelse av filmen «While We're Young» på rundt 700 ord hvor du gir terningkast 5
4104,Skriv en anmeldelse av filmen «A Good Day to Die Hard» på rundt 500 ord hvor du gir terningkast 4
3416,Skriv en anmeldelse av filmen «Søstrene Boleyn» på rundt 400 ord hvor du gir terningkast 3
3837,Skriv en anmeldelse av filmen «Hodejegerne» på rundt 400 ord hvor du gir terningkast 5
54,Skriv en anmeldelse av TV-serien «The Sopranos» sesong 1 på rundt 700 ord hvor du gir terningkast 6
400020,Skriv en anmeldelse av filmen «San Andreas» på rundt 100 ord hvor du gir terningkast 2
4973,Skriv en anmeldelse av filmen «Free Fire» på rundt 100 ord hvor du gir terningkast 5
401775,Skriv en anmeldelse av filmen «Nothing like a dame» på rundt 400 ord hvor du gir terningkast 5
3605,Skriv en anmeldelse av filmen «Brothers» på rundt 400 ord hvor du gir terningkast 5
400353,Skriv en anmeldelse av filmen «Moderne kvinner» på rundt 100 ord hvor du gir terningkast 4
4147,Skriv en anmeldelse av filmen «Den store Gatsby» på rundt 500 ord hvor du gir terningkast 4
401891,Skriv en anmeldelse av filmen «The Favourite» på rundt 100 ord hvor du gir terningkast 5
4493,Skriv en anmeldelse av filmen «Natt på museet: Gravkammerets hemmelighet» på rundt 400 ord hvor du gir terningkast 4
81,Skriv en anmeldelse av TV-serien «Skins» sesong 3 på rundt 700 ord hvor du gir terningkast 4
45,Skriv en anmeldelse av TV-serien «Star Wars: The Clone Wars» sesong 2 på rundt 500 ord hvor du gir terningkast 5
22,Skriv en anmeldelse av TV-serien «Glee» sesong 1 på rundt 500 ord hvor du gir terningkast 4
4405,Skriv en anmeldelse av filmen «Jakten på Berlusconi» på rundt 500 ord hvor du gir terningkast 2
401681,Skriv en anmeldelse av filmen «VampyrVidar» på rundt 100 ord hvor du gir terningkast 4
400305,Skriv en anmeldelse av filmen «Transformers: The Last Knight» på rundt 100 ord hvor du gir terningkast 2
401315,Skriv en anmeldelse av filmen «Darkest Hour» på rundt 600 ord hvor du gir terningkast 5
4523,Skriv en anmeldelse av filmen «Fast & Furious 7» på rundt 500 ord hvor du gir terningkast 5
401404,Skriv en anmeldelse av TV-serien «Heimebane» sesong 1 på rundt 700 ord hvor du gir terningkast 5
3356,Skriv en anmeldelse av filmen «Sweeney Todd – Demonbarbereren fra Fleet Street» på rundt 400 ord hvor du gir terningkast 6
156,Skriv en anmeldelse av TV-serien «Boardwalk Empire» sesong 4 på rundt 800 ord hvor du gir terningkast 5
4024,Skriv en anmeldelse av filmen «90 minutter» på rundt 400 ord hvor du gir terningkast 5
5068,Skriv en anmeldelse av filmen «Rivalene» på rundt 600 ord hvor du gir terningkast 4
5395,Skriv en anmeldelse av TV-serien «Preacher» sesong 2 på rundt 400 ord hvor du gir terningkast 5
3848,Skriv en anmeldelse av filmen «Friends With Benefits» på rundt 400 ord hvor du gir terningkast 4
314,Skriv en anmeldelse av TV-serien «Orange Is the New Black» sesong 4 på rundt 100 ord hvor du gir terningkast 5
3951,Skriv en anmeldelse av filmen «The Grey» på rundt 400 ord hvor du gir terningkast 5
5031,Skriv en anmeldelse av filmen «Okja» på rundt 600 ord hvor du gir terningkast 4
4817,Skriv en anmeldelse av filmen «War Dogs» på rundt 100 ord hvor du gir terningkast 4
401378,Skriv en anmeldelse av filmen «Red Sparrow» på rundt 500 ord hvor du gir terningkast 3
5152,"Skriv en anmeldelse av filmen «Three Billboards outside Ebbing, Missouri» på rundt 700 ord hvor du gir terningkast 5"
3324,Skriv en anmeldelse av filmen «Det gylne kompasset» på rundt 400 ord hvor du gir terningkast 4
5095,Skriv en anmeldelse av filmen «Geostorm» på rundt 600 ord hvor du gir terningkast 3
5283,Skriv en anmeldelse av filmen «For vi er gutta» på rundt 100 ord hvor du gir terningkast 4
4476,Skriv en anmeldelse av filmen «Foxcatcher» på rundt 500 ord hvor du gir terningkast 5
15,Skriv en anmeldelse av TV-serien «Eastbound & Down» sesong 1 på rundt 400 ord hvor du gir terningkast 5
3761,Skriv en anmeldelse av filmen «Rødhette og varulven» på rundt 400 ord hvor du gir terningkast 2
3435,Skriv en anmeldelse av filmen «Prøvetid» på rundt 400 ord hvor du gir terningkast 4
400220,Skriv en anmeldelse av filmen «Spotlight» på rundt 100 ord hvor du gir terningkast 5
401628,Skriv en anmeldelse av filmen «Blindsone» på rundt 600 ord hvor du gir terningkast 5
4615,Skriv en anmeldelse av filmen «Karsten og Petra på safari» på rundt 400 ord hvor du gir terningkast 4
3566,Skriv en anmeldelse av filmen «Vegas» på rundt 400 ord hvor du gir terningkast 5
4842,Skriv en anmeldelse av filmen «Don't Breathe» på rundt 100 ord hvor du gir terningkast 5
4322,Skriv en anmeldelse av filmen «Divergent» på rundt 400 ord hvor du gir terningkast 4
3859,Skriv en anmeldelse av filmen «Drive» på rundt 500 ord hvor du gir terningkast 5
3309,Skriv en anmeldelse av filmen «Emmas lykke» på rundt 400 ord hvor du gir terningkast 5
4351,Skriv en anmeldelse av filmen «X Men: Days of Future Past» på rundt 1000 ord hvor du gir terningkast 5
4925,Skriv en anmeldelse av filmen «Gold» på rundt 100 ord hvor du gir terningkast 3
4701,Skriv en anmeldelse av filmen «The Assassin» på rundt 600 ord hvor du gir terningkast 6
4830,Skriv en anmeldelse av filmen «Kubo og det magiske instrumentet» på rundt 100 ord hvor du gir terningkast 5
4096,Skriv en anmeldelse av filmen «En som deg» på rundt 400 ord hvor du gir terningkast 4
4938,Skriv en anmeldelse av filmen «A Cure for Wellness» på rundt 100 ord hvor du gir terningkast 3
4822,Skriv en anmeldelse av filmen «Narcos» sesong 2 på rundt 100 ord hvor du gir terningkast 5
3919,Skriv en anmeldelse av filmen «This Means War» på rundt 400 ord hvor du gir terningkast 2
401635,Skriv en anmeldelse av TV-serien «Ozark sesong 2: Politikk og narko i frustrerende sesong» på rundt 600 ord hvor du gir terningkast 4
4779,Skriv en anmeldelse av filmen «Gimme Danger» på rundt 100 ord hvor du gir terningkast 4
3813,Skriv en anmeldelse av filmen «Hanna» på rundt 500 ord hvor du gir terningkast 4
4200,Skriv en anmeldelse av filmen «Skyggejegerne: Demonenes by» på rundt 500 ord hvor du gir terningkast 4
177,Skriv en anmeldelse av TV-serien «Game of Thrones» sesong 4 på rundt 700 ord hvor du gir terningkast 5
3949,Skriv en anmeldelse av filmen «Wrath of the Titans» på rundt 500 ord hvor du gir terningkast 4
3197,Skriv en anmeldelse av filmen «Der Untergang» på rundt 500 ord hvor du gir terningkast 6
4505,Skriv en anmeldelse av filmen «Inherent Vice» på rundt 500 ord hvor du gir terningkast 5
5177,Skriv en anmeldelse av filmen «Norske byggeklosser» på rundt 400 ord hvor du gir terningkast 4
265,Skriv en anmeldelse av TV-serien «American Horror Story: Hotel – Sesongpremiere» på rundt 700 ord hvor du gir terningkast 3
4778,Skriv en anmeldelse av filmen «Our Kind of Traitor» på rundt 100 ord hvor du gir terningkast 3
3393,Skriv en anmeldelse av filmen «En ekte mann» på rundt 400 ord hvor du gir terningkast 3
4911,Skriv en anmeldelse av filmen «Lion» på rundt 100 ord hvor du gir terningkast 4
401360,Skriv en anmeldelse av filmen «Black Panther» på rundt 500 ord hvor du gir terningkast 5
4829,Skriv en anmeldelse av filmen «Rosemari» på rundt 100 ord hvor du gir terningkast 4
4674,Skriv en anmeldelse av filmen «A Very Murray Christmas» på rundt 500 ord hvor du gir terningkast 5
401782,Skriv en anmeldelse av filmen «Sterke vitnesbyrd fra Utøya» på rundt 700 ord hvor du gir terningkast 4
5361,Skriv en anmeldelse av filmen «History of Love» på rundt 100 ord hvor du gir terningkast 4
4000,Skriv en anmeldelse av filmen «The Woman in Black» på rundt 700 ord hvor du gir terningkast 5
5273,Skriv en anmeldelse av filmen «Racer and the Jailbird» på rundt 100 ord hvor du gir terningkast 3
3814,Skriv en anmeldelse av filmen «Bridesmaids» på rundt 600 ord hvor du gir terningkast 3
4685,Skriv en anmeldelse av filmen «En mann ved navn Ove» på rundt 400 ord hvor du gir terningkast 4
3637,Skriv en anmeldelse av filmen «Centurion» på rundt 300 ord hvor du gir terningkast 4
354,Skriv en anmeldelse av TV-serien «Santa Clarita Diet» sesong 1 på rundt 100 ord hvor du gir terningkast 4
4154,Skriv en anmeldelse av filmen «Only God Forgives» på rundt 500 ord hvor du gir terningkast 4
401722,Skriv en anmeldelse av filmen «The Nun» på rundt 400 ord hvor du gir terningkast 2
3595,Skriv en anmeldelse av filmen «Dragetreneren» på rundt 300 ord hvor du gir terningkast 5
5212,Skriv en anmeldelse av filmen «Death Wish» på rundt 600 ord hvor du gir terningkast 3
4082,Skriv en anmeldelse av filmen «Jack Reacher» på rundt 400 ord hvor du gir terningkast 4
3626,Skriv en anmeldelse av filmen «Killers» på rundt 400 ord hvor du gir terningkast 2
401346,Skriv en anmeldelse av filmen «Utøya 22. juli» på rundt 800 ord hvor du gir terningkast 5
3479,Skriv en anmeldelse av filmen «Transporter 3» på rundt 400 ord hvor du gir terningkast 3
5279,Skriv en anmeldelse av filmen «The Predator» på rundt 100 ord hvor du gir terningkast 4
3283,Skriv en anmeldelse av filmen «Hairspray» på rundt 400 ord hvor du gir terningkast 4
5328,Skriv en anmeldelse av filmen «Mowgli» på rundt 600 ord hvor du gir terningkast 4
4458,Skriv en anmeldelse av filmen «Exodus: Gods and Kings» på rundt 500 ord hvor du gir terningkast 3
4715,Skriv en anmeldelse av filmen «Min elskede» på rundt 300 ord hvor du gir terningkast 4
3321,Skriv en anmeldelse av filmen «Resident Evil: Extinction» på rundt 400 ord hvor du gir terningkast 3
400203,Skriv en anmeldelse av filmen «Markedets lov» på rundt 100 ord hvor du gir terningkast 5
3498,Skriv en anmeldelse av filmen «Han er faktisk ikke interessert» på rundt 400 ord hvor du gir terningkast 4
402054,Skriv en anmeldelse av filmen «They Shall Not Grow Old» på rundt 100 ord hvor du gir terningkast 6
4809,Skriv en anmeldelse av filmen «Bad Moms» på rundt 100 ord hvor du gir terningkast 3
4749,Skriv en anmeldelse av filmen «El Club» på rundt 100 ord hvor du gir terningkast 5
400182,Skriv en anmeldelse av filmen «The Nice Guys»» på rundt 100 ord hvor du gir terningkast 4
4012,Skriv en anmeldelse av filmen «Kon-tiki» på rundt 700 ord hvor du gir terningkast 5
5014,Skriv en anmeldelse av filmen «The Mummy» på rundt 100 ord hvor du gir terningkast 3
5103,Skriv en anmeldelse av filmen «American Assassin» på rundt 600 ord hvor du gir terningkast 3
3165,Skriv en anmeldelse av filmen «Monsterbedriften» på rundt 300 ord hvor du gir terningkast 6
4274,Skriv en anmeldelse av filmen «Paranormal Activity: The Marked Ones» på rundt 400 ord hvor du gir terningkast 3
4220,Skriv en anmeldelse av filmen «Alabama & Monroe» på rundt 400 ord hvor du gir terningkast 4
5411,Skriv en anmeldelse av TV-serien «Mindhunter» sesong 1 på rundt 800 ord hvor du gir terningkast 5
3363,Skriv en anmeldelse av filmen «Righteous Kill» på rundt 400 ord hvor du gir terningkast 3
3665,Skriv en anmeldelse av filmen «Scott Pilgrim vs. The World» på rundt 400 ord hvor du gir terningkast 4
400810,Skriv en anmeldelse av TV-serien «Tyskland 83» på rundt 600 ord hvor du gir terningkast 5
3281,Skriv en anmeldelse av filmen «This Is England» på rundt 400 ord hvor du gir terningkast 5
3707,Skriv en anmeldelse av filmen «Legenden om Narnia - Reisen til Det Ytterste Hav» på rundt 500 ord hvor du gir terningkast 4
4816,Skriv en anmeldelse av filmen «Star Trek Beyond» på rundt 100 ord hvor du gir terningkast 4
3800,Skriv en anmeldelse av filmen «Priest» på rundt 400 ord hvor du gir terningkast 3
4580,Skriv en anmeldelse av filmen «7 Days in Hell» på rundt 600 ord hvor du gir terningkast 5
3594,Skriv en anmeldelse av filmen «The Bounty Hunter» på rundt 300 ord hvor du gir terningkast 2
400075,Skriv en anmeldelse av filmen «Unbroken» på rundt 400 ord hvor du gir terningkast 3
4677,Skriv en anmeldelse av filmen «Solan og Ludvig: Herfra til Flåklypa» på rundt 500 ord hvor du gir terningkast 5
5108,Skriv en anmeldelse av filmen «Sicilian Ghost Story» på rundt 500 ord hvor du gir terningkast 5
5324,Skriv en anmeldelse av filmen «Harajuku» på rundt 700 ord hvor du gir terningkast 4
400270,Skriv en anmeldelse av filmen «Truth» på rundt 500 ord hvor du gir terningkast 3
3527,Skriv en anmeldelse av filmen «The Boy in the Striped Pyjamas» på rundt 400 ord hvor du gir terningkast 3
5404,Skriv en anmeldelse av TV-serien «Narcos» sesong 3 på rundt 700 ord hvor du gir terningkast 5
3901,Skriv en anmeldelse av filmen «The Darkest Hour» på rundt 400 ord hvor du gir terningkast 2
3879,Skriv en anmeldelse av filmen «Blåfjell 2 – Jakten på det magiske horn» på rundt 600 ord hvor du gir terningkast 4
401541,Skriv en anmeldelse av filmen «Deadpool 2» på rundt 500 ord hvor du gir terningkast 5
401653,Skriv en anmeldelse av TV-serien «The Innocents» på rundt 600 ord hvor du gir terningkast 3
3461,Skriv en anmeldelse av filmen «The day the earth stood still» på rundt 500 ord hvor du gir terningkast 3
400231,Skriv en anmeldelse av filmen «Room» på rundt 100 ord hvor du gir terningkast 5
