id,prompt
5141,Skriv en anmeldelse av filmen «The Party» på rundt 400 ord hvor du gir terningkast 4
5414,Skriv en anmeldelse av TV-serien «Godless» sesong 1 på rundt 800 ord hvor du gir terningkast 6
2,Skriv en anmeldelse av TV-serien «The Wire» på rundt 500 ord hvor du gir terningkast 6
401367,Skriv en anmeldelse av filmen «The Florida Project» på rundt 500 ord hvor du gir terningkast 5
400117,Skriv en anmeldelse av filmen «Fabeldyr og hvor de er å finne» på rundt 100 ord hvor du gir terningkast 3
401712,Skriv en anmeldelse av TV-serien «Mayans MC» på rundt 100 ord hvor du gir terningkast 4
5215,Skriv en anmeldelse av filmen «Loving Vincent» på rundt 400 ord hvor du gir terningkast 4
3173,Skriv en anmeldelse av filmen «Villmark» på rundt 400 ord hvor du gir terningkast 4
400034,Skriv en anmeldelse av filmen «Citizenfour» på rundt 400 ord hvor du gir terningkast 5
400356,Skriv en anmeldelse av filmen «Skjønnheten & udyret» på rundt 100 ord hvor du gir terningkast 4
400020,Skriv en anmeldelse av filmen «San Andreas» på rundt 100 ord hvor du gir terningkast 2
3474,Skriv en anmeldelse av filmen «En helt kommer hjem» på rundt 300 ord hvor du gir terningkast 3
3755,Skriv en anmeldelse av filmen «Amors baller» på rundt 300 ord hvor du gir terningkast 4
4649,Skriv en anmeldelse av filmen «The Babadook» på rundt 400 ord hvor du gir terningkast 5
4432,Skriv en anmeldelse av filmen «The Quiet Ones» på rundt 400 ord hvor du gir terningkast 4
230,Skriv en anmeldelse av TV-serien «The Strain» sesong 1 på rundt 600 ord hvor du gir terningkast 5
3976,Skriv en anmeldelse av filmen «Men in Black 3» på rundt 400 ord hvor du gir terningkast 5
5044,Skriv en anmeldelse av filmen «Burn Burn Burn» på rundt 500 ord hvor du gir terningkast 5
4110,Skriv en anmeldelse av filmen «Spise sove dø» på rundt 400 ord hvor du gir terningkast 5
3359,Skriv en anmeldelse av filmen «Respekt» på rundt 400 ord hvor du gir terningkast 3
4556,Skriv en anmeldelse av filmen «Youth» på rundt 400 ord hvor du gir terningkast 3
4235,Skriv en anmeldelse av filmen «The Purge» på rundt 500 ord hvor du gir terningkast 3
3450,Skriv en anmeldelse av filmen «Son of Rambow» på rundt 400 ord hvor du gir terningkast 5
5254,Skriv en anmeldelse av filmen «Mission: Impossible - Fallout» på rundt 600 ord hvor du gir terningkast 5
4075,Skriv en anmeldelse av filmen «Amour» på rundt 400 ord hvor du gir terningkast 6
3735,Skriv en anmeldelse av filmen «Gullivers reiser» på rundt 300 ord hvor du gir terningkast 2
402101,Skriv en anmeldelse av TV-serien «Swedish Sin» på rundt 100 ord hvor du gir terningkast 3
4332,Skriv en anmeldelse av filmen «Nebraska» på rundt 400 ord hvor du gir terningkast 5
5356,Skriv en anmeldelse av filmen «Second Act» på rundt 100 ord hvor du gir terningkast 3
4253,Skriv en anmeldelse av filmen «Escape Plan» på rundt 400 ord hvor du gir terningkast 3
3925,Skriv en anmeldelse av filmen «This Must Be The Place» på rundt 400 ord hvor du gir terningkast 4
4241,Skriv en anmeldelse av filmen «Flåklypa Grand Prix» på rundt 1300 ord hvor du gir terningkast 6
3534,Skriv en anmeldelse av filmen «Friday the 13th» på rundt 500 ord hvor du gir terningkast 3
4237,Skriv en anmeldelse av filmen «Solan og Ludvig – Jul i Flåklypa» på rundt 400 ord hvor du gir terningkast 5
4562,Skriv en anmeldelse av filmen «Sicario» på rundt 500 ord hvor du gir terningkast 5
107,Skriv en anmeldelse av TV-serien «House» sesong 6 på rundt 600 ord hvor du gir terningkast 3
3560,Skriv en anmeldelse av filmen «Upperdog» på rundt 400 ord hvor du gir terningkast 5
400353,Skriv en anmeldelse av filmen «Moderne kvinner» på rundt 100 ord hvor du gir terningkast 4
400140,Skriv en anmeldelse av filmen «Snowden» på rundt 100 ord hvor du gir terningkast 4
3691,Skriv en anmeldelse av filmen «Alien Anthology» på rundt 600 ord hvor du gir terningkast 6
401209,Skriv en anmeldelse av filmen «Suburbicon» på rundt 400 ord hvor du gir terningkast 3
3501,Skriv en anmeldelse av filmen «The International» på rundt 400 ord hvor du gir terningkast 3
4940,Skriv en anmeldelse av filmen «Trio – Jakten på Olavsskrinet» på rundt 100 ord hvor du gir terningkast 4
3503,Skriv en anmeldelse av filmen «Orps - the movie» på rundt 400 ord hvor du gir terningkast 3
3472,Skriv en anmeldelse av filmen «Oldboy» på rundt 300 ord hvor du gir terningkast 5
5264,Skriv en anmeldelse av filmen «The Spy Who Dumped Me» på rundt 100 ord hvor du gir terningkast 3
4413,Skriv en anmeldelse av filmen «De kjempende» på rundt 600 ord hvor du gir terningkast 4
3478,Skriv en anmeldelse av filmen «Doubt» på rundt 400 ord hvor du gir terningkast 5
3798,Skriv en anmeldelse av filmen «X-Men: First Class» på rundt 600 ord hvor du gir terningkast 4
3728,Skriv en anmeldelse av filmen «To på rømmen» på rundt 400 ord hvor du gir terningkast 4
5366,Skriv en anmeldelse av filmen «Ben is Back» på rundt 100 ord hvor du gir terningkast 4
5276,Skriv en anmeldelse av filmen «Searching» på rundt 100 ord hvor du gir terningkast 4
401915,Skriv en anmeldelse av TV-serien «Murder Mountain» på rundt 100 ord hvor du gir terningkast 4
5236,"Skriv en anmeldelse av filmen «Love, Simon» på rundt 500 ord hvor du gir terningkast 4"
4298,Skriv en anmeldelse av filmen «Her» på rundt 600 ord hvor du gir terningkast 5
45,Skriv en anmeldelse av TV-serien «Star Wars: The Clone Wars» sesong 2 på rundt 500 ord hvor du gir terningkast 5
400230,Skriv en anmeldelse av filmen «Palio» på rundt 100 ord hvor du gir terningkast 4
4005,Skriv en anmeldelse av filmen «Rock Of Ages» på rundt 300 ord hvor du gir terningkast 4
400407,Skriv en anmeldelse av filmen «Dum og dummere 2» på rundt 500 ord hvor du gir terningkast 4
400300,Skriv en anmeldelse av filmen «Spider-Man: Homecoming» på rundt 100 ord hvor du gir terningkast 4
4262,Skriv en anmeldelse av filmen «Fortiden» på rundt 500 ord hvor du gir terningkast 5
5229,Skriv en anmeldelse av filmen «Solo: A Star Wars Story» på rundt 600 ord hvor du gir terningkast 3
3342,Skriv en anmeldelse av filmen «Aliens vs Predator: Requiem» på rundt 500 ord hvor du gir terningkast 2
3320,Skriv en anmeldelse av filmen «W.» på rundt 600 ord hvor du gir terningkast 5
5234,Skriv en anmeldelse av filmen «Vann over ild» på rundt 500 ord hvor du gir terningkast 4
4031,Skriv en anmeldelse av filmen «Hotel Transylvania» på rundt 400 ord hvor du gir terningkast 3
400104,Skriv en anmeldelse av filmen «Rogue One: A Star Wars Story» på rundt 100 ord hvor du gir terningkast 5
400241,Skriv en anmeldelse av filmen «Suffragette» på rundt 100 ord hvor du gir terningkast 4
3435,Skriv en anmeldelse av filmen «Prøvetid» på rundt 400 ord hvor du gir terningkast 4
4795,Skriv en anmeldelse av filmen «Småfugler» på rundt 100 ord hvor du gir terningkast 5
5317,Skriv en anmeldelse av filmen «Rafiki» på rundt 500 ord hvor du gir terningkast 4
4844,Skriv en anmeldelse av filmen «The Girl with All the Gifts» på rundt 100 ord hvor du gir terningkast 5
401500,Skriv en anmeldelse av filmen «Ghostland» på rundt 400 ord hvor du gir terningkast 2
401313,Skriv en anmeldelse av filmen «Rett vest» på rundt 500 ord hvor du gir terningkast 4
402057,Skriv en anmeldelse av filmen «High Flying Bird» på rundt 100 ord hvor du gir terningkast 5
4820,Skriv en anmeldelse av filmen «Ixcanul» på rundt 100 ord hvor du gir terningkast 4
4558,Skriv en anmeldelse av filmen «Poltergeist» på rundt 600 ord hvor du gir terningkast 4
3638,Skriv en anmeldelse av filmen «Splice» på rundt 300 ord hvor du gir terningkast 4
3950,Skriv en anmeldelse av filmen «Varg Veum – Kalde hjerter» på rundt 500 ord hvor du gir terningkast 4
4508,Skriv en anmeldelse av filmen «Focus» på rundt 400 ord hvor du gir terningkast 4
5212,Skriv en anmeldelse av filmen «Death Wish» på rundt 600 ord hvor du gir terningkast 3
4615,Skriv en anmeldelse av filmen «Karsten og Petra på safari» på rundt 400 ord hvor du gir terningkast 4
400781,Skriv en anmeldelse av TV-serien «Gnistrende start på dansk terrorthriller» på rundt 100 ord hvor du gir terningkast 4
4126,Skriv en anmeldelse av filmen «The Host» på rundt 400 ord hvor du gir terningkast 2
400327,Skriv en anmeldelse av filmen «Richard Storken» på rundt 100 ord hvor du gir terningkast 5
4894,Skriv en anmeldelse av filmen «The Accountant» på rundt 100 ord hvor du gir terningkast 4
4923,Skriv en anmeldelse av filmen «Vaiana» på rundt 100 ord hvor du gir terningkast 5
4786,Skriv en anmeldelse av filmen «Teenage Mutant Ninja Turtles 2» på rundt 100 ord hvor du gir terningkast 3
4048,Skriv en anmeldelse av filmen «Møte på valmueåsen» på rundt 400 ord hvor du gir terningkast 4
4865,Skriv en anmeldelse av filmen «Supervention II» på rundt 100 ord hvor du gir terningkast 5
5157,Skriv en anmeldelse av filmen «Savnet» på rundt 900 ord hvor du gir terningkast 5
400396,Skriv en anmeldelse av filmen «Agnus Dei» på rundt 100 ord hvor du gir terningkast 4
4372,Skriv en anmeldelse av filmen «Walking on Sunshine» på rundt 500 ord hvor du gir terningkast 2
5208,Skriv en anmeldelse av filmen «Rampage» på rundt 600 ord hvor du gir terningkast 4
401580,Skriv en anmeldelse av TV-serien «The Knick»» på rundt 500 ord hvor du gir terningkast 5
4069,Skriv en anmeldelse av filmen «Dark Horse» på rundt 400 ord hvor du gir terningkast 4
400097,Skriv en anmeldelse av filmen «Exodus: Gods and Kings» på rundt 600 ord hvor du gir terningkast 3
4425,Skriv en anmeldelse av filmen «Operasjon Arktis» på rundt 400 ord hvor du gir terningkast 5
5045,Skriv en anmeldelse av filmen «Glory» på rundt 500 ord hvor du gir terningkast 5
401310,Skriv en anmeldelse av filmen «C’est la vie» på rundt 400 ord hvor du gir terningkast 4
3686,Skriv en anmeldelse av filmen «Unstoppable» på rundt 400 ord hvor du gir terningkast 3
5346,Skriv en anmeldelse av filmen «Hunter Killer» på rundt 100 ord hvor du gir terningkast 3
5115,Skriv en anmeldelse av filmen «God's Own Country» på rundt 500 ord hvor du gir terningkast 6
400271,Skriv en anmeldelse av filmen «Life in a fishbowl» på rundt 300 ord hvor du gir terningkast 5
400041,Skriv en anmeldelse av filmen «Into the woods» på rundt 300 ord hvor du gir terningkast 4
4826,Skriv en anmeldelse av filmen «Nerve» på rundt 100 ord hvor du gir terningkast 5
4443,Skriv en anmeldelse av filmen «The Hunger Games: Mockingjay Part 1» på rundt 500 ord hvor du gir terningkast 4
4442,Skriv en anmeldelse av filmen «Dum og dummere To» på rundt 400 ord hvor du gir terningkast 3
3675,Skriv en anmeldelse av filmen «Keeper'n til Liverpool» på rundt 400 ord hvor du gir terningkast 4
5111,Skriv en anmeldelse av filmen «Jigsaw» på rundt 500 ord hvor du gir terningkast 3
401775,Skriv en anmeldelse av filmen «Nothing like a dame» på rundt 400 ord hvor du gir terningkast 5
3199,Skriv en anmeldelse av filmen «A History of Violence» på rundt 400 ord hvor du gir terningkast 5
3703,Skriv en anmeldelse av filmen «Byen mellom liv og død» på rundt 400 ord hvor du gir terningkast 5
400129,Skriv en anmeldelse av filmen «Inferno» på rundt 100 ord hvor du gir terningkast 3
400415,Skriv en anmeldelse av filmen «Divergent» på rundt 400 ord hvor du gir terningkast 3
3665,Skriv en anmeldelse av filmen «Scott Pilgrim vs. The World» på rundt 400 ord hvor du gir terningkast 4
244,Skriv en anmeldelse av TV-serien «Between» sesong 1 på rundt 500 ord hvor du gir terningkast 2
3758,Skriv en anmeldelse av filmen «Monsterwolf» på rundt 300 ord hvor du gir terningkast 2
400817,Skriv en anmeldelse av TV-serien «Broen» sesong 3 på rundt 100 ord hvor du gir terningkast 5
4439,Skriv en anmeldelse av filmen «Bokstrollene» på rundt 500 ord hvor du gir terningkast 4
400246,Skriv en anmeldelse av filmen «The Big Short» på rundt 100 ord hvor du gir terningkast 5
400085,Skriv en anmeldelse av filmen «Whiplash» på rundt 300 ord hvor du gir terningkast 5
5022,Skriv en anmeldelse av filmen «All Eyez on Me» på rundt 700 ord hvor du gir terningkast 3
4830,Skriv en anmeldelse av filmen «Kubo og det magiske instrumentet» på rundt 100 ord hvor du gir terningkast 5
400038,Skriv en anmeldelse av filmen «A Most Violent Year» på rundt 600 ord hvor du gir terningkast 4
5144,Skriv en anmeldelse av filmen «Insidious: The Last Key» på rundt 600 ord hvor du gir terningkast 3
3504,Skriv en anmeldelse av filmen «Watchmen» på rundt 500 ord hvor du gir terningkast 5
442,Skriv en anmeldelse av filmen «Shutter Island» på rundt 500 ord hvor du gir terningkast 4
5087,Skriv en anmeldelse av filmen «Home Again» på rundt 500 ord hvor du gir terningkast 3
3843,Skriv en anmeldelse av filmen «POM Wonderful presents: The Greatest Movie Ever Sold» på rundt 400 ord hvor du gir terningkast 4
4204,Skriv en anmeldelse av filmen «Stand Up Guys» på rundt 500 ord hvor du gir terningkast 3
372,Skriv en anmeldelse av TV-serien «House of Cards» sesong 5 på rundt 100 ord hvor du gir terningkast 3
400310,Skriv en anmeldelse av filmen «Prinsesse Mononoke» på rundt 100 ord hvor du gir terningkast 6
401541,Skriv en anmeldelse av filmen «Deadpool 2» på rundt 500 ord hvor du gir terningkast 5
300,Skriv en anmeldelse av TV-serien «Unbreakable Kimmy Schmidt» sesong 2 på rundt 500 ord hvor du gir terningkast 4
3185,Skriv en anmeldelse av filmen «The Day After Tomorrow» på rundt 500 ord hvor du gir terningkast 4
3587,Skriv en anmeldelse av filmen «Green Zone» på rundt 400 ord hvor du gir terningkast 4
4775,Skriv en anmeldelse av filmen «The Nice Guys» på rundt 100 ord hvor du gir terningkast 4
400322,Skriv en anmeldelse av filmen «DRIB» på rundt 100 ord hvor du gir terningkast 4
404,Skriv en anmeldelse av filmen «Law Abiding Citizen» på rundt 400 ord hvor du gir terningkast 3
3514,Skriv en anmeldelse av filmen «Gran Torino» på rundt 400 ord hvor du gir terningkast 5
4375,Skriv en anmeldelse av filmen «Blandede følelser» på rundt 400 ord hvor du gir terningkast 3
3372,Skriv en anmeldelse av filmen «Shine a light» på rundt 400 ord hvor du gir terningkast 5
3707,Skriv en anmeldelse av filmen «Legenden om Narnia - Reisen til Det Ytterste Hav» på rundt 500 ord hvor du gir terningkast 4
401257,Skriv en anmeldelse av filmen «Bright» på rundt 500 ord hvor du gir terningkast 3
4000,Skriv en anmeldelse av filmen «The Woman in Black» på rundt 700 ord hvor du gir terningkast 5
4347,Skriv en anmeldelse av filmen «Turist» på rundt 500 ord hvor du gir terningkast 5
4531,Skriv en anmeldelse av filmen «Ballettguttene» på rundt 400 ord hvor du gir terningkast 4
4566,Skriv en anmeldelse av filmen «Spy» på rundt 400 ord hvor du gir terningkast 4
4256,Skriv en anmeldelse av filmen «Pacific Rim» på rundt 1200 ord hvor du gir terningkast 5
4420,Skriv en anmeldelse av filmen «A Most Wanted Man» på rundt 500 ord hvor du gir terningkast 4
400076,Skriv en anmeldelse av filmen «What we do in the shadows» på rundt 400 ord hvor du gir terningkast 4
4717,Skriv en anmeldelse av filmen «Alvin og gjengen: I farta» på rundt 500 ord hvor du gir terningkast 3
3221,Skriv en anmeldelse av filmen «Mars & Venus» på rundt 400 ord hvor du gir terningkast 4
3526,Skriv en anmeldelse av filmen «State of Play» på rundt 300 ord hvor du gir terningkast 4
4293,Skriv en anmeldelse av filmen «The Selfish Giant: En himmel av kobber» på rundt 400 ord hvor du gir terningkast 5
4438,Skriv en anmeldelse av filmen «Karsten og Petras vidunderlige jul» på rundt 400 ord hvor du gir terningkast 4
400784,Skriv en anmeldelse av TV-serien «Farang: Trøbbel i paradis» på rundt 100 ord hvor du gir terningkast 4
3889,Skriv en anmeldelse av filmen «The Girl With The Dragon Tattoo» på rundt 500 ord hvor du gir terningkast 5
401785,Skriv en anmeldelse av filmen «The Other side of the Wind» på rundt 1000 ord hvor du gir terningkast 4
400250,Skriv en anmeldelse av filmen «Middelhavet» på rundt 100 ord hvor du gir terningkast 4
3162,Skriv en anmeldelse av filmen «Lovlig blond» på rundt 300 ord hvor du gir terningkast 3
3898,Skriv en anmeldelse av filmen «Shame» på rundt 400 ord hvor du gir terningkast 5
3602,Skriv en anmeldelse av filmen «The Last Station» på rundt 400 ord hvor du gir terningkast 4
3401,Skriv en anmeldelse av filmen «Step up 2: The Streets» på rundt 400 ord hvor du gir terningkast 3
179,Skriv en anmeldelse av TV-serien «Orange Is the New Black» sesong 2 på rundt 800 ord hvor du gir terningkast 5
3440,Skriv en anmeldelse av filmen «Maria Larssons evige øyeblikk» på rundt 400 ord hvor du gir terningkast 5
54,Skriv en anmeldelse av TV-serien «The Sopranos» sesong 1 på rundt 700 ord hvor du gir terningkast 6
5091,Skriv en anmeldelse av filmen «Good Time» på rundt 400 ord hvor du gir terningkast 5
3241,Skriv en anmeldelse av filmen «300» på rundt 500 ord hvor du gir terningkast 6
400125,Skriv en anmeldelse av filmen «Blair Witch» på rundt 100 ord hvor du gir terningkast 3
292,Skriv en anmeldelse av TV-serien «House of Cards» sesong 4 på rundt 700 ord hvor du gir terningkast 4
4503,Skriv en anmeldelse av filmen «Wild» på rundt 400 ord hvor du gir terningkast 5
4870,Skriv en anmeldelse av filmen «Deepwater Horizon» på rundt 100 ord hvor du gir terningkast 4
5462,Skriv en anmeldelse av TV-serien «Le Bureau» sesong 4 på rundt 1000 ord hvor du gir terningkast 6
4573,Skriv en anmeldelse av filmen «United Passions» på rundt 600 ord hvor du gir terningkast 1
4960,Skriv en anmeldelse av filmen «Patriots Day» på rundt 100 ord hvor du gir terningkast 4
401200,Skriv en anmeldelse av filmen «Ekspedisjon Knerten» på rundt 400 ord hvor du gir terningkast 5
3934,Skriv en anmeldelse av filmen «John Carter» på rundt 500 ord hvor du gir terningkast 5
401040,Skriv en anmeldelse av filmen «Den andre siden av håpet» på rundt 600 ord hvor du gir terningkast 4
433,Skriv en anmeldelse av filmen «Olsenbanden Jr. Mestertyvens skatt» på rundt 400 ord hvor du gir terningkast 4
135,Skriv en anmeldelse av TV-serien «American Horror Story: Asylum» på rundt 1000 ord hvor du gir terningkast 5
5326,Skriv en anmeldelse av filmen «Satan's Slaves» på rundt 700 ord hvor du gir terningkast 4
5451,Skriv en anmeldelse av TV-serien «Castle Rock» sesong 1 på rundt 800 ord hvor du gir terningkast 4
401141,Skriv en anmeldelse av filmen «Blade Runner 2049» på rundt 500 ord hvor du gir terningkast 6
4435,"Skriv en anmeldelse av filmen «Love, Rosie» på rundt 500 ord hvor du gir terningkast 3"
4467,Skriv en anmeldelse av filmen «Tingeling og legenden om drømmebeistet» på rundt 400 ord hvor du gir terningkast 3
4322,Skriv en anmeldelse av filmen «Divergent» på rundt 400 ord hvor du gir terningkast 4
3509,Skriv en anmeldelse av filmen «Revansje» på rundt 500 ord hvor du gir terningkast 4
3319,Skriv en anmeldelse av filmen «Beowulf» på rundt 400 ord hvor du gir terningkast 5
3807,Skriv en anmeldelse av filmen «Bad Teacher» på rundt 300 ord hvor du gir terningkast 3
400165,Skriv en anmeldelse av filmen «Jason Bourne» på rundt 100 ord hvor du gir terningkast 4
4589,Skriv en anmeldelse av filmen «Far from the Madding Crowd» på rundt 700 ord hvor du gir terningkast 4
3635,Skriv en anmeldelse av filmen «The Karate Kid» på rundt 400 ord hvor du gir terningkast 5
5086,Skriv en anmeldelse av filmen «The Square» på rundt 600 ord hvor du gir terningkast 5
3784,Skriv en anmeldelse av filmen «The Mechanic» på rundt 500 ord hvor du gir terningkast 3
4588,Skriv en anmeldelse av filmen «Mission: Impossible — Rogue Nation» på rundt 700 ord hvor du gir terningkast 5
400102,Skriv en anmeldelse av filmen «Why Him?» på rundt 100 ord hvor du gir terningkast 3
401315,Skriv en anmeldelse av filmen «Darkest Hour» på rundt 600 ord hvor du gir terningkast 5
401067,Skriv en anmeldelse av TV-serien «Okkupert» sesong 2 på rundt 600 ord hvor du gir terningkast 3
3348,Skriv en anmeldelse av filmen «Lønsj» på rundt 400 ord hvor du gir terningkast 4
5106,Skriv en anmeldelse av filmen «Breathe» på rundt 600 ord hvor du gir terningkast 4
4462,Skriv en anmeldelse av filmen «The Imitation Game» på rundt 400 ord hvor du gir terningkast 5
52,Skriv en anmeldelse av TV-serien «Ashes to Ashes» sesong 2 på rundt 800 ord hvor du gir terningkast 3
4348,Skriv en anmeldelse av filmen «Maps To The Stars» på rundt 400 ord hvor du gir terningkast 4
4672,Skriv en anmeldelse av filmen «Snoopy og Charlie Brown: Knøttene-filmen» på rundt 400 ord hvor du gir terningkast 4
3761,Skriv en anmeldelse av filmen «Rødhette og varulven» på rundt 400 ord hvor du gir terningkast 2
4782,Skriv en anmeldelse av filmen «Alice Through The Looking Glass» på rundt 100 ord hvor du gir terningkast 4
3830,"Skriv en anmeldelse av filmen «Få meg på, for faen» på rundt 400 ord hvor du gir terningkast 4"
3884,Skriv en anmeldelse av filmen «A Dangerous Method» på rundt 500 ord hvor du gir terningkast 4
3760,Skriv en anmeldelse av filmen «Monsters» på rundt 400 ord hvor du gir terningkast 5
3907,Skriv en anmeldelse av filmen «Muldvarpen» på rundt 400 ord hvor du gir terningkast 5
4721,Skriv en anmeldelse av filmen «Zootropolis» på rundt 300 ord hvor du gir terningkast 4
3644,Skriv en anmeldelse av filmen «Step Up» på rundt 700 ord hvor du gir terningkast 4
4247,Skriv en anmeldelse av filmen «Blå er den varmeste fargen» på rundt 500 ord hvor du gir terningkast 4
400780,Skriv en anmeldelse av TV-serien «The Leftovers» på rundt 100 ord hvor du gir terningkast 6
4489,Skriv en anmeldelse av filmen «Jupiter Ascending» på rundt 400 ord hvor du gir terningkast 3
4932,Skriv en anmeldelse av filmen «T2 Trainspotting» på rundt 100 ord hvor du gir terningkast 4
3731,Skriv en anmeldelse av filmen «Kongens tale» på rundt 400 ord hvor du gir terningkast 5
4706,Skriv en anmeldelse av filmen «13 hours: The Secret Soldiers of Benghazi» på rundt 400 ord hvor du gir terningkast 4
4914,Skriv en anmeldelse av filmen «En gatekatt ved navn Bob» på rundt 100 ord hvor du gir terningkast 4
5244,Skriv en anmeldelse av filmen «Ulydighet» på rundt 600 ord hvor du gir terningkast 5
4104,Skriv en anmeldelse av filmen «A Good Day to Die Hard» på rundt 500 ord hvor du gir terningkast 4
5026,Skriv en anmeldelse av filmen «Whitney: Can I Be Me» på rundt 700 ord hvor du gir terningkast 4
4575,Skriv en anmeldelse av filmen «Batman: Arkham Knight» på rundt 900 ord hvor du gir terningkast 4
307,Skriv en anmeldelse av TV-serien «Bloodline» sesong 2 på rundt 100 ord hvor du gir terningkast 4
401902,Skriv en anmeldelse av filmen «Glass» på rundt 100 ord hvor du gir terningkast 3
400133,Skriv en anmeldelse av filmen «American Honey» på rundt 100 ord hvor du gir terningkast 4
401411,Skriv en anmeldelse av filmen «Vårt livs ferie»» på rundt 500 ord hvor du gir terningkast 4
400004,Skriv en anmeldelse av filmen «Paper towns» på rundt 100 ord hvor du gir terningkast 5
376,Skriv en anmeldelse av TV-serien «Taken» sesong 1 på rundt 100 ord hvor du gir terningkast 3
5284,Skriv en anmeldelse av filmen «Peppermint» på rundt 100 ord hvor du gir terningkast 3
5347,Skriv en anmeldelse av filmen «Bumblebee» på rundt 100 ord hvor du gir terningkast 4
5430,Skriv en anmeldelse av TV-serien «The Looming Tower» sesong 1 på rundt 800 ord hvor du gir terningkast 5
401607,Skriv en anmeldelse av TV-serien «Sharp Objects» på rundt 600 ord hvor du gir terningkast 4
5399,Skriv en anmeldelse av TV-serien «Ozark» sesong 1 på rundt 500 ord hvor du gir terningkast 4
278,Skriv en anmeldelse av TV-serien «Modus» sesong 1 på rundt 500 ord hvor du gir terningkast 4
3543,Skriv en anmeldelse av filmen «17 igjen» på rundt 400 ord hvor du gir terningkast 4
4371,Skriv en anmeldelse av filmen «Dragetreneren 2» på rundt 500 ord hvor du gir terningkast 5
3782,Skriv en anmeldelse av filmen «Arthur 3 og de to verdener» på rundt 400 ord hvor du gir terningkast 4
256,Skriv en anmeldelse av TV-serien «Dag» sesong 4 på rundt 700 ord hvor du gir terningkast 5
401850,Skriv en anmeldelse av filmen «Springsteen on Broadway» på rundt 500 ord hvor du gir terningkast 5
4594,Skriv en anmeldelse av filmen «Amy» på rundt 600 ord hvor du gir terningkast 5
271,Skriv en anmeldelse av TV-serien «The Bastard Executioner» sesong 1 på rundt 800 ord hvor du gir terningkast 2
4576,Skriv en anmeldelse av filmen «Maggie» på rundt 400 ord hvor du gir terningkast 3
3711,Skriv en anmeldelse av filmen «Tomme tønner 2 – Det Brune Gullet» på rundt 400 ord hvor du gir terningkast 3
4150,Skriv en anmeldelse av filmen «Ung og vakker» på rundt 400 ord hvor du gir terningkast 4
3576,Skriv en anmeldelse av filmen «Den fantastiske Mikkel Rev» på rundt 300 ord hvor du gir terningkast 6
